ID,Date_Found,Category,Severity,Title,Description,Root_Cause,Fix_Approach,Status,Date_Resolved,Verification,Refs
FIX-098,2026-07-29,portability,P3,Pruned dead mysql-data external-volume declaration + removed 7 stale Docker networks,"All three compose files still declared external volume mysql-data (name: ontobot_mysql-data), used only by the commented-out mysql-bldg1 service — another fresh-machine external-resource landmine. The Docker host also carried 7 stale networks from defunct predecessor projects (ontobot20_*, ontobot_ontobot-network, ontobot-network, ontobot-offlinemessagesensor_default, usersurveyabacws_*), all with 0 containers attached.",Predecessor-project debris never pruned after the host-MySQL migration and repo consolidation.,"Deleted the mysql-data declaration block from docker-compose.yml, docker-compose.bldg2.yml, docker-compose.bldg3.yml (the commented mount line inside the commented mysql-bldg1 service remains as documentation; uncommenting it now fails loudly with undefined-volume). Removed the 7 empty networks via docker network rm. The ontobot_mysql-data VOLUME itself was deliberately NOT deleted — it may hold pre-host-MySQL sensor data.",FIXED,2026-07-29,"docker compose config valid for all 3 files (13 services; networks exactly [executor-internal, ontobot-agentic]; only huggingface-cache volume in resolved config); bldg2/bldg3 byte-identical; docker network ls shows zero ontobot/ontosage networks (recreated per-project on next up).",docker-compose.yml; docker-compose.bldg2.yml; docker-compose.bldg3.yml
FIX-099,2026-07-29,portability,P3,Pruned 8 dead named-volume declarations from all three compose files,"redis-data, qdrant-data, graphdb-data, mongo-data, postgres-user-data, pgadmin-data, artifacts-data, open-webui-data were declared in every compose file but mounted by no service — leftovers from the pre-portability storage layout. All real state moved to per-building bind mounts ./volumes/<BUILDING_ID>/* during bldg2/bldg3 work; the YAML kept advertising a storage model that no longer existed.",Declarations never pruned when mounts were switched from named volumes to per-building bind-mount folders.,"Deleted the 8 declarations from docker-compose.yml, docker-compose.bldg2.yml, docker-compose.bldg3.yml; kept huggingface-cache (genuinely mounted — embedding-model cache) with a comment stating the bind-mount-per-building storage model. Zero data deleted — declarations are labels, not storage.",FIXED,2026-07-29,"docker compose config valid for all 3 files; resolved config declares exactly [huggingface-cache]; 13 services; bldg2/bldg3 byte-identical; live QA earlier today ran entirely on the folder mounts, confirming the named volumes were unused.",docker-compose.yml; docker-compose.bldg2.yml; docker-compose.bldg3.yml
BUG-100,2026-07-29,startup,P2,Boot-order race: validator + sensor-map regen run before ttl_uploader finishes,"On a cold boot with a not-yet-loaded graph, the lifespan runs OntologyValidator and the sensor-map auto-regen BEFORE startup TTL ingestion completes: validator logs a false ""No entities found"" error (self-heals on its later re-run), and the sensor-map regen is skipped entirely because the graph looks empty — leaving no input/.sensor_map.cache.json until a manual orchestrator restart. Observed live on bldg1 swap-back 2026-07-29 (validator errored 17:03:49, ttl_uploader done 17:04:33, map only appeared after restart at 17:17).",main.py lifespan ordering: validator/sensor-map steps are not sequenced after (or retried until) ttl_uploader completion.,"Three-part fix: (1) Phase 1 (validate->introspect->sensor-map->detector) wrapped as re-runnable _ontology_phase1() in main.py lifespan; (2) after startup TTL ingestion, re-run iff init was skipped OR new TTLs uploaded (uploads force a sensor-map rebuild; nothing-new + already-inited = no-op); plus a background backstop retrying up to ~7min for slow GraphDB warm-up; (3) ontology_validator existence check now a LIMIT-1 probe (30s) with the expensive full COUNT demoted to informational (60s, non-fatal) — the old 20s COUNT over 16.6M cold triples always timed out.",VERIFIED_LIVE,2026-07-30,"Live race test: docker compose restart graphdb orchestrator -> Phase 1 failed (GraphDB not reachable), post-ingestion retry passed at 09:58:35 (1965 entities, all checks passed), startup completed, /health 200 — zero manual restarts. 523 unit tests pass.",orchestrator/main.py; orchestrator/services/ontology_validator.py
NOTE-101,2026-07-30,honesty,P3,bldg1 provenance verified correct — no relabel needed (investigation closed),"Question: does the dummy publisher fabricating rows make database1 nature:real dishonest for bldg1, and should appended rows be split to a separate table? Investigation: bldg1 publisher (mysql-dummy-publish-dev) writes ONLY narrow tables sensor_data_floors04 + sensor_data_synth (zero INSERTs into wide sensor_data); those tables have their own registry entries already labeled nature:synthetic with accurate notes. The real abacws wide table is pristine. [CORRECTED 2026-08-13 / BUG-144: this record was WRONG - the publisher DID insert into the wide sensor_data every 30s via interpolated MYSQL_TABLE; the 'grep: 0 wide-table INSERTs' verification was fooled by table-name interpolation. Wide writes now gated off by PUBLISH_WIDE=false. See BUG-144 for live evidence.] [FINAL RESOLUTION 2026-08-13: the wide-table writes ARE real and ARE intentional - dev-mode top-up confirmed by owner (see BUG-144 CLOSED). The 'pristine' claim was wrong but the design is deliberate: real snapshot + generated latest rows during development; real/cloud DB swap at end of development.]",The separation-by-table design already exists (InnoDB 1017-col limit forced the floors04/synth split); per-source nature/note in the per-building registry is the permanent building-agnostic provenance mechanism.,No change. database1 stays nature:real (true). Table names remain configuration: narrow adapters take table: from the registry; the wide adapter auto-discovers tables live.,VERIFIED_LIVE,2026-07-30,grep: 0 wide-table INSERTs in publisher; registry shows floors04/synth nature:synthetic; TTL routing 680->database1 / 522->database1_floors04 / 106->database1_synth.,input/database_registry.yaml; mysql-dummy-publish-dev/mysql_dummy_publisher.py
BUG-102,2026-07-30,correctness,P2,automation_capability node crashed on string entities — ALL automation questions returned empty,"Every ""can the system automatically X?"" question died with AttributeError (str has no .get) at _automation_capability_check_node: the LLM emits entities as plain strings but the node assumed dicts. This is the root cause of the bldg2 replay empty answers on automation questions (graded wrong). Node also defaulted building_id to the literal ""bldg1"".",Entity-shape assumption never tested; the node was added late in V3 and the replay was the first traffic through it.,isinstance guards for dict-shaped entities/concepts (strings fall through to the keyword scan); building_id default -> settings.BUILDING_ID; docstring made building-agnostic.,VERIFIED_LIVE,2026-07-30,Live bldg2: the exact replay-failing question now answers grounded (monitors CO2 + offers standing alert + honestly states no physical actuation without BMS driver). 555 unit tests pass.,orchestrator/workflow/_orchestrator.py
BUG-103,2026-07-30,honesty,P1,Fabrication via ungated referent classes: floors/wings/amenities/equipment reach the data path and get real sensors' numbers,"Honesty sweep vs bldg2: ""floor 42"" -> ""six sensor records, three distinct sensors"" (nonexistent floor); ""swimming pool water temperature"" -> ""21.5 C across 1,000 readings"" (chilled-water sensors mis-attributed); ""west wing average temperature"" -> ""22.50 C""; ""EV chargers used 34 kWh"" (generic energy sensors attributed); ""plot methane trend"" -> narrated a chart of nonexistent data. The referent-existence gate (FIX-001) covers zones/rooms/sensor-ids only; floor numbers, named spaces/wings, amenities and equipment referents bypass it via SQL auto-expand (""any recent data"") and the viz/analytics narration path.",ReferentResolver gate is scoped to zone/room ids; analytics + SQL auto-expand + visualization paths have no referent-existence check of their own.,"TWO independent fabrication paths, both fixed building-agnostically. (1) NEW services/grounding_guard.py: a retrieved passage may only be presented if it lexically mentions what was asked — matched on the passage text OR the document name, and on DISTINCTIVE terms (question terms minus shared building vocabulary like temperature/floor/water), so ""west wing"" is not answered by an HVAC table that merely says ""temperature"". Embedding-model-agnostic by design: the old 0.50 cosine floor was calibrated for MiniLM but bldg1 runs bge-large, where generic building prose clears it for ANY question. Wired into BOTH capability sources — uploaded documents AND ontology Amenity/KnowledgeTopic triples (the latter was answering ""swimming pool""/""pH"" with ""Catering Amenities""). (2) referent_resolver.py gains TYPED referents (floor / named space / equipment / measurand) detected by English structure only and validated against the ACTIVE building graph via URI+label+class match; metadata+discovery added to GATED_INTENTS since counts are equally fabricable. Every refusal now ends with actionable enablement guidance (upload TTL, add ref:hasTimeseriesId + ref:storedAt, register the DB, or add an ontosage:Amenity) — connect-data -> get-answers.",VERIFIED_LIVE,2026-08-03,"Live bldg1 honesty sweep: 4/18 -> 12/18 honest, SUSPECT 7 -> 3, and ZERO fabricated measurements remain (previously ""pool 21.5C"", ""west wing 22.50C"", ""EV chargers 34 kWh"", ""six sensor records on floor 42""). Floor 42 now refused naming real floors + how to add one; methane/pH/radiation/wind/fake-sensor-id all hit the honest boundary with enablement guidance. No regressions: wifi, lift location, Zone 5.28 live temp (23.9C) and building metrics all still answer. 585 unit tests pass (44 new/updated incl. a source scan proving zero building literals). NOTE: an over-strict first version rejected ""assemble at the north car park"" as an answer to ""fire evacuation procedure"" — caught by tests; fixed by also matching the document NAME.",orchestrator/services/grounding_guard.py; orchestrator/services/referent_resolver.py; orchestrator/agents/capability_agent.py; tests/test_grounding_guard.py; scripts/honesty_sweep.py
BUG-104,2026-07-30,routing,P2,Maintenance-history QUESTION logged as a maintenance REPORT (spurious ticket created),"""When was chiller 7 last serviced?"" created ticket REP-C9C490 instead of answering (or honestly declining) — the report-intake path treated an interrogative history question as a fault statement. Users asking service-history questions will silently file tickets.","report_intake classification treats ""serviced/maintenance + equipment"" phrasing as a report; no interrogative guard for history questions (""when was X last ..."").","Two halves. CONTENT: bldg1 gained a Cap_maintenance_history topic pointing at maintenance_log.md, so the question has somewhere to land. ROUTING (the real fix): a question about PAST maintenance states no problem, so nothing needs reporting — but it names maintenance, so the classifier reached for the maintenance intent and the node filed a ticket. Added routing rule history_question_not_report, ordered directly after report_intake_statement so a genuine report still wins: the semantic router is consulted first, and only when it sees NO report does the service-history shape divert the question to the capability chain. That chain answers from a service-history topic where the building has authored one and declines honestly where it has not — either way without creating a ticket, on every building rather than only where content exists. The existing comfort_question_not_report rule protected only questions containing comfort words; a service-history question has none, which is why it slipped through.",VERIFIED_LIVE,2026-08-06,"bldg1 live. Questions no longer file tickets: 'When was chiller 7 last serviced?', 'When was the lift last inspected?' and 'Show me the service history for the boiler' all answer from the ontology. Statements still do: 'The lift is broken and someone is trapped' and 'There is a water leak on floor 2' both return a logged REP- reference. 'What maintenance is scheduled this week?' still routes to maintenance — a future schedule is that node's job. tests/test_routing_contract.py now 51 tests, with the precedence pin updated deliberately for the new rule.",orchestrator/services/routing_contract.py; input/bldg1_capabilities.ttl
BUG-105,2026-07-30,portability,P1,"Cross-building contamination: full bldg3 ontology (30,296 triples) found inside bldg2's GraphDB repo","Honesty-sweep answers mentioned ""buildings bldg2 and bldg3""; live probe confirmed 30,296 bldg3-namespace triples in the ACTIVE bldg2 repo (named graphs urn:ontosage:ttl:bldg3*.ttl AND a default-graph copy from a second upload path). Root cause: CAVEAT-088-era mismatch during bldg3 onboarding (env=bldg2 while input/=bldg3) + the ttl_uploader iterating ALL registered buildings (discovered 12 TTLs instead of the active building's 6). bldg1 and bldg3 repos verified clean. The bldg2 240q replay (70.4%) ran against the contaminated repo — coverage number likely robust (metrics/sensor-map are namespace-scoped) but floor-list answers were polluted.",Uploader building list came from building_manager registry (all known buildings) instead of the single ACTIVE building; historical mismatch swap seeded the default-graph copy.,"Cleaned live: CLEAR GRAPH x3 + subject- and object-side DELETE across default+named graphs -> 0 bldg3 / 19,278 bldg2 / 0 abacws, bldg2 data intact. Hardened: main.py ttl_uploader now uploads ONLY settings.BUILDING_ID (core contract #1). Verified post-restart: discovered 6 TTLs (was 12), repo stays clean.",VERIFIED_LIVE,2026-07-30,"Recounts post-clean: bldg3=0, bldg2=19278, abacws=0; floors query returns only bldg2 floors; resp_cache flushed. Consider a boot-time foreign-namespace warning as defense-in-depth (future).",orchestrator/main.py; volumes/bldg2/graphdb (data)
BUG-106,2026-08-01,ci,P1,Test suite could not run from a fresh clone / CI / parked state — 69 collection errors,"With no local .env (a fresh clone, CI, or the repo canonical ""no building active"" state), STRICT_SECRETS defaults to True in shared/config.py, so the module-level `settings = Settings()` raised a ValidationError at IMPORT time — every test importing orchestrator/* failed to COLLECT (69 errors, 0 tests run). Masked for months because developers always had a local .env supplying STRICT_SECRETS=false + real passwords. Two further .env-dependent tests: test_strict_secrets.py (its cleanup `importlib.reload` assumed a permissive ambient default, and test_strict_secrets_off_by_default asserted the default was False when the code says True) and test_config_panel_assets.py (read docker-compose.yml, which only exists while a building is ACTIVE).",STRICT_SECRETS is a deployment guard but was evaluated at import in every context including tests; tests leaned on an untracked file (.env) for their environment.,"conftest.py: os.environ.setdefault(""STRICT_SECRETS"",""false"") — tests are not a deployment; setdefault keeps explicit overrides. test_strict_secrets.py rewritten hermetic (full custom secret set per test, cleanup pins STRICT_SECRETS=false before the restoring reload, secure-by-default test now asserts the REAL contract True). test_config_panel_assets resolves the active compose when present else every parked docker-compose.bldg*.yml.",VERIFIED_LIVE,2026-08-01,"Parked state (no input/, no .env, no docker-compose.yml): pytest -m unit -q = 555 passed, 8 skipped — identical to the with-.env result, and the state CI/a fresh clone actually sees. Was: 69 collection errors, 0 tests run.",tests/conftest.py; tests/test_strict_secrets.py; tests/test_config_panel_assets.py
NOTE-107,2026-08-01,process,P2,Canonical committed state = NO active building (Workflow rule 8),"The active building is created by RENAME (bldgN/->input/, .envN->.env, docker-compose.bldgN.yml->docker-compose.yml), so whichever building was last tested used to leak into the commit — the tree differed per developer/session and `input/` churned on every swap. Now every commit/push parks all buildings first: input/, .env and docker-compose.yml must be ABSENT in git.","Swap-by-rename makes the active slots working-state, not source state.",CLAUDE.md Workflow rule 8 documents the mandatory pre-commit park sequence (down stack -> park by its own identity -> verify absent -> run unit tests IN the parked state -> commit/push -> report which building was parked). Snapshot section updated: a fresh clone has no active building.,VERIFIED_LIVE,2026-08-01,This commit is the first made in the parked state; suite green there (BUG-106). Corollary enforced: tests/code must never require an active building.,CLAUDE.md
CAVEAT-108,2026-08-03,honesty,P3,Residual: related-but-non-answering document/amenity content still presented without a caveat,"After BUG-103 the remaining 6 non-HONEST sweep rows are NOT fabrications — the retrieved content genuinely mentions the subject (HVAC doc does describe chillers; the amenity list does mention parking; Access Control does cover badges). The gap is completeness: ""when was chiller 7 last serviced?"" returns HVAC prose without saying the specific fact (service history) is not held. Grader marks these SUSPECT/REVIEW only because they carry no honesty marker.","The guard proves topicality, not that the passage answers the specific ASK (a date, a vibration reading, a service record).","is_on_topic proves a passage is ABOUT the subject; it cannot prove the passage ANSWERS the question. Added grounding_guard.missing_fact_caveat, which asks whether the passage contains the KIND of fact the question wants — a date for a 'when' question, a figure for a 'how many' — and returns a one-line caveat when it does not. The capability answer prefixes it, turning a misleading reply into an honest partial one. Deliberately silent when the question asks for no particular kind of fact or the passage does contain one: a caveat on every answer is noise that teaches users to ignore it.",VERIFIED_LIVE,2026-08-06,"bldg1 live: 'When was chiller 7 last serviced?' and 'When was the lift last inspected?' now open with ""I don't hold a specific date for this — what follows is the related information I do have"" before the topical content. 'What is the wifi policy?' and 'Where is the prayer room?' carry no caveat. tests/test_grounding_guard.py now 47 tests covering date and quantity questions, several real date formats, and the silent cases.",orchestrator/services/grounding_guard.py; orchestrator/agents/capability_agent.py
BUG-109,2026-08-05,reliability,P1,Empty LLM completion recorded as success - classification fell through to a fabricated open-domain answer,"On bldg3 the intent-detection call returned 0 characters with HTTP 200 for building-specific questions (reproducible 4/4). _parse_llm_response then raised 'No JSON found', the fallback set intent='general' -> general_knowledge, which answered open-domain: 'What is the supply air temperature of AHU01N?' returned an invented typical range ('55-70 F'). The failed classification was also written to cache:intent:* for 1h, pinning the wrong intent to that question.","llm_manager.generate() treated '' as a valid result - it called record_success() and returned, so LLM_MAX_RETRIES never engaged. Root trigger was context overflow: OLLAMA_NUM_CTX=8192 left no room for output once the full intent prompt was built.","EmptyCompletionError raised when a completion is blank; _is_retryable() returns True for it so the existing retry/backoff applies to every provider. Classification failures now carry classification_failed=True and are not cached. OLLAMA_NUM_CTX raised to 16384 (env-driven, building-agnostic).",VERIFIED_LIVE,2026-08-05,"Same question, same build: intent=sensor_data (was general_knowledge), answer grounded in live MySQL readings, no invented range. tests/test_llm_empty_completion.py (7 tests) covers retry-then-succeed, exhaustion, and no-retry-on-success.",orchestrator/llm_manager.py; orchestrator/agents/dialogue_agent.py; .env OLLAMA_NUM_CTX
BUG-110,2026-08-05,grounding,P1,"Sensor named in prose was discarded, so answers stopped at metadata and never reached the timeseries","The dialogue agent returns a point's display name ('AHU01N', 'Server Room R101 Air Temperature'), but sparql_agent accepted only prefix:LocalName IRI form and dropped anything else. With entities=[] the query fell to a generic template returning 0 rows, then to semantic RAG - so the LLM read UUIDs out of retrieved prose and reported them as text while intermediate_results['uuids'] stayed empty and the SQL stage never ran.",No path from a human-readable name to an IRI; non-IRI entities were filtered out rather than resolved.,"_resolve_entities_by_label() matches the name against rdfs:label and the IRI local name inside the active namespace, preferring subjects that carry ref:hasExternalReference. _narrow_to_best_match() then ranks candidates by the question's own words (prefix matching, so 'temperature' matches 'Temp') and keeps all of them when the question names no measurement.",VERIFIED_LIVE,2026-08-05,'AHU01N' -> 8 candidates -> narrowed to bldg3.AHU.AHU01N.Supply_Air_Temp; answer now cites live readings. tests/test_entity_label_resolution.py (16 tests) exercises both a dotted BACnet convention and a Brick-class convention.,orchestrator/agents/sparql_agent.py
BUG-111,2026-08-05,portability,P1,"'Is this a sensor?' was decided from the IRI spelling, so buildings that do not spell 'Sensor' got whole-class answers","_template_sparql selected the point template via a regex searching the entity string for 'Sensor' or 'Point'. bldg1/Postgres names match; bldg3's BACnet-style 'bldg3.AHU.AHU01N.Supply_Air_Temp' does not, so those entities fell through to the class-level template (?sensor rdf:type brick:Air_Temperature_Sensor) and pulled 39 UUIDs. Supply air, return air and zone temperature all answered an identical 22.5 C - the mean of dozens of unrelated sensors, presented as one sensor's reading.",A structural fact (does this entity carry a timeseries reference?) was inferred from a naming convention instead of from the graph - CLAUDE.md design rule 3.,"The resolver records which entities the graph confirms carry ref:hasExternalReference and passes that set to _template_sparql, which uses it to select the point template; the name regex remains only as a fallback for entities that never went through resolution.",VERIFIED_LIVE,2026-08-05,Each question now fetches exactly 1 UUID (was 39) and the three readings are correctly distinct: 22.7 supply / 22.4 return / 22.6 zone. Regression tests assert the point template is chosen for a name with no 'Sensor' token and that no whole-class query is emitted.,orchestrator/agents/sparql_agent.py
BUG-112,2026-08-05,routing,P1,"Keyword matching ignored word boundaries: 'ahu' matched 'AHU01N', 'id' matched 'humidity', 'meter' matched 'parameter'",_classify_query and the equipment-template loop both used substring tests. Asking for a reading from a named unit ('supply air temperature of AHU01N') set wants_equipment=True and returned equipment relationships with no timeseries id. The same flaw made every humidity question set wants_uuid=True and every 'parameter' question look like an equipment query.,"Substring matching over short keywords, which are also prefixes of the identifiers buildings name after them.",_mentions() compiles a cached word-boundary regex per term and is used by both sites. Multi-word terms ('air handler') still match.,VERIFIED_LIVE,2026-08-05,'supply air temperature of AHU01N' now routes to the point template and returns live data; 'which AHU serves room 157?' and 'list all equipment' still classify as equipment. tests/test_query_classification_boundaries.py (13 tests).,orchestrator/agents/sparql_agent.py
BUG-113,2026-08-05,correctness,P1,Relative time bound reached the WHERE clause as '-24',"The intent prompt invites relative bounds ('now-1d'), and normalisation copied the value through verbatim. Downstream sanitisers stripped the letters, leaving '-24': Postgres rejected the whole query ('time zone displacement out of range'), and MySQL would have silently matched no rows - a wrong answer rather than an error.","Relative bounds were never resolved to absolute timestamps, and all three sanitisers used permissive character-class filters that accept a fragment like '-24' as a date.","_resolve_relative_dt() converts now / now-<N><unit> to an absolute stamp once, at normalisation. All three sanitisers (postgresql_adapter, mysql_narrow_adapter, sql_agent) now require a full calendar date and treat anything else as absent so the default window applies.",VERIFIED_LIVE,2026-08-05,'average CO2 over the last 24 hours' returns 691.42 PPM computed from the Postgres window (was a query error). tests/test_timeseries_bounds_and_narrow.py covers resolution and all three sanitisers.,orchestrator/agents/dialogue_agent.py; orchestrator/services/adapters/postgresql_adapter.py; orchestrator/services/adapters/mysql_narrow_adapter.py; orchestrator/agents/sql_agent.py
BUG-114,2026-08-05,datasource,P1,Narrow-table Postgres sensors reported as 'missing from the time-series database',"get_valid_uuids validates a UUID by checking it exists as a COLUMN - the wide-table assumption. In a narrow (uuid, datetime, value) table the UUID is a row value, so every Postgres-backed sensor failed validation and the answer was 'Found 1 sensors in metadata, but none exist in the time-series database' despite 768 seeded rows. The adapter also had no build_timeseries_query, so it fell back to the wide-format SQL builder.",PostgreSQLAdapter documented narrow support but implemented only the wide layout; MySQLNarrowAdapter had already solved the same problem.,"The adapter detects its layout from information_schema (a uuid-like column plus a timestamp and a value column). get_columns() then returns the distinct UUID row values for a narrow table, and build_timeseries_query() emits a narrow SELECT whose (timestamp, uuid, value) shape matches the wide path, with ROW_NUMBER() limiting per uuid. The registry passes the configured table through.",VERIFIED_LIVE,2026-08-05,"bldg3 answers from two backends in one building: 'current air temperature in Server Room R101' returns 23.2 C from Postgres, 'supply air temperature of AHU01N' returns 22.7 C from MySQL. Log confirms 'narrow layout detected' and 'AdapterRegistry: ready - backends: [database_pg, database1]'.",orchestrator/services/adapters/postgresql_adapter.py; orchestrator/services/adapters/registry.py
BUG-115,2026-08-05,correctness,P2,Location-scoped template guarded by a regex that can never match,"The T3b branch is gated on a pattern written with doubled backslashes inside a raw string, so it looks for a literal backslash followed by 'b' rather than a word boundary and never fires on ordinary text. The branch is therefore dead; queries that should scope sensors to a named room fall through to broader templates. Same class as the sanitiser bug already noted in sql_agent._sanitize_datetime.",Escaped twice: the r-prefix and the doubled backslash both applied.,"One character: the guard was written r""\b(in|on|at|within)\b"" inside a RAW string, so it looked for a literal backslash followed by 'b' and could never match. The whole T3b location-scoped branch was therefore unreachable and 'sensors in <room>' fell through to a broader query that ignored the location entirely. In a raw string  is already the word boundary.",VERIFIED_LIVE,2026-08-11,"Live on bldg3 after the fix: 'What sensors are in Server Room R101?' returns 28 sensors actually located there (previously the location was dropped). Regression harness: no regressions, 14/14 match baseline. 1019 unit tests pass.",orchestrator/agents/sparql_agent.py
BUG-116,2026-08-05,portability,P1,Room/space questions about a floor answered 'none found' while the graph held them,"'How many rooms are on floor 2?' answered that no rooms were linked to that floor; ground truth was 41 (f0=2, f1=46, f2=41, f3=43). Three defects stacked: (1) _floor_scoped_sparql runs before the templates and always builds a SENSOR query, so any question naming a floor - including one about its spaces - returned 0 rows; (2) the floor-scoped space template built the floor IRI by string as 'bldg:Floor{n}', which matches one naming convention and never bldg3's 'bldg:floor2'; (3) that template traversed only brick:hasPart and matched only zone types, so a graph asserting brick:isPartOf on the room found nothing and 'how many rooms' would have counted rooms plus zones.","A floor was addressed by a constructed IRI rather than resolved from the graph, and one resolver claimed every question that mentions a floor regardless of what the question was about.","_floor_scoped_sparql defers when a question names a space noun and asks for no measurement. The space template finds the floor by NUMBER via a regex over the IRI and label (so floor2 / Floor_2 / label 'Level 2' all match), traverses both hasPart and isPartOf, honours wants_count, and scopes the type to the noun the user used - a room is usually also typed as a zone, so counting every space type double counts.",VERIFIED_LIVE,2026-08-05,"Live answers now match ground truth exactly: floor 1 = 46 rooms, floor 2 = 41, floor 3 = 43. Floor-scoped SENSOR queries still work ('average temperature on floor 3' = 22.3 C). tests/test_floor_scoped_spaces.py (11 tests) asserts no constructed IRI, both traversal directions, and count-what-was-asked.",orchestrator/agents/sparql_agent.py
BUG-117,2026-08-05,isolation,P1,Another building's floor plans served while bldg3 was active,"GET /api/v1/floor-plans on bldg3 returned 10 floors: bldg3's own 4 plus 6 belonging to abacws (bldg1). Qdrant's floor_plans collection held 42 abacws points against 8 for bldg3. The manifest directory is a per-building mount (./volumes/<BUILDING_ID>/floor-plans), so the infrastructure was correct - the volume simply still contained an abacws/ directory written before the per-building split, and list_manifests() returned every directory it found with no ownership check.",list_manifests() listed the mount unfiltered; a manifest written by an earlier occupant of that volume outlives a building swap. Same contamination class as BUG-105 (TTL upload).,"list_manifests() now returns only manifests owned by the active building, reusing the alias resolution load_manifest already relied on so a building onboarded under a legacy slug still finds its own files. Foreign directories are logged once with their names rather than silently skipped, so the leftovers stay visible. The stale abacws manifests and Qdrant points were deleted from bldg3's volume.",VERIFIED_LIVE,2026-08-05,"GET /api/v1/floor-plans now returns 4 floors, all bldg3; Qdrant floor_plans holds bldg3 points only. tests/test_floor_plan_active_building.py (5 tests) covers the filter, alias preservation, case insensitivity, and that foreign manifests are reported not silently dropped.",orchestrator/services/floor_plan_registry.py
BUG-118,2026-08-05,grounding,P2,A floor reference matched every floor because the name's number was discarded,"Introduced while fixing BUG-110: the candidate ranker tokenised on non-alphanumeric boundaries, so 'bldg:floor2' became the single opaque token 'floor2' and single characters were dropped as noise. Every floor therefore scored identically on the word 'floor' and 'Floor_2' resolved to all four floors, which then produced an unscoped query.",The tokeniser treated the digit as noise and never separated it from the word it was joined to.,_name_tokens splits letter and digit runs apart and keeps single digits while still dropping single letters - the number is the whole of what distinguishes floor 2 from floor 1.,VERIFIED_LIVE,2026-08-05,"'floor 2' resolves to bldg:floor2 alone; 'list the floors' still keeps all four, since a question naming no specific floor must not be narrowed. Point resolution is unaffected ('supply air temperature of AHU01N' still resolves to Supply_Air_Temp). tests/test_entity_label_resolution.py now 26 tests.",orchestrator/agents/sparql_agent.py
BUG-119,2026-08-05,portability,P0,Entity extraction invented IRIs in one building's naming convention and suppressed the fallback,"_extract_entities turns natural language into candidate IRIs using bldg1's conventions: 'zone 3' becomes bldg:Zone_3, 'temperature sensor 5.01' becomes bldg:Air_Temperature_Sensor_5.01, plus a 14-entry map of bldg1 Brick class names and its 5.01-style node numbering. In any other building those IRIs do not exist - verified by ASK against bldg3: Zone_157, Zone_3 and Air_Temperature_Sensor_5.01 all return false. Because the list is non-empty it satisfies the 'if not entities' guard, so label resolution never runs and the query executes against IRIs matching nothing. The user gets a confident 'no data' for a sensor that exists.","Pattern-constructed guesses were trusted without checking them against the graph, and a wrong guess outranked the resolver that would have found the real entity.",_filter_existing() runs the candidates through a VALUES/UNION probe (subject or object position) and keeps only those the active building holds; an empty result falls through to label resolution as if nothing had been extracted. A validation outage keeps the candidates rather than dropping real ones.,VERIFIED_LIVE,2026-08-05,'What is the temperature in room 157?' - bldg1 phrasing against bldg3 - now returns a live 21.73 C from RM157 via label resolution. bldg1 is unaffected because its guesses do exist.,orchestrator/agents/sparql_agent.py
BUG-120,2026-08-05,config,P0,Lay-term (HBCO) concept ontology never loaded in any building - ./ontology was not mounted,"ttl_uploader scans _ONTOLOGY_SEARCH_PATHS = [/app/ontology, ontology] for building-independent ontologies, but no compose file mounted ./ontology into the orchestrator, so /app/ontology did not exist and the scan found nothing. GraphDB held 0 hbco:Concept triples. Every lay-term question ('stuffy', 'too warm', 'is it comfortable') therefore lost its concept - to - Brick-class resolution, which is the mechanism that lets a non-expert ask without knowing sensor names (design rule 6). Affected all three buildings, not just bldg3.",The uploader's search path was correct but the directory was never mounted; nothing failed loudly because an absent optional path is a silent skip.,Added './ontology:/app/ontology:ro' to the orchestrator volumes in docker-compose.yml and both parked per-building compose files.,VERIFIED_LIVE,2026-08-05,After recreate: 71 hbco:Concept and 400 lay terms in GraphDB; 'Is it stuffy in RM157?' logs [dialogue] HBCO concepts: ['stuffiness'] where it previously resolved nothing.,docker-compose.yml; docker-compose.bldg1.yml; docker-compose.bldg2.yml
