qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources
q48d0ef708910,IT/Data Scientists,2,auto window close if electricity goes?,3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,2,17,building-data,requires_extension,Needs infer yes/no from power-failure and actuator fail-safe conditions; phrasing is moderately ambiguous.,"Needs outage detection, actuator metadata, safety rules and closed-loop BMS actuation; key feeds/control points are missing.",LangGraph orchestrator; ontology/knowledge graph; capability KB; control intent; RBAC; [NEW] power/UPS outage status feed (new data source); [NEW] motorized-window actuator classes/control points (add to ontology+KB); [NEW] physical BMS write-back for window actuators (new data source/control integration),dialogue -> intent classification(control) -> ontology query(window zones/actuators) -> [NEW] power/UPS event retrieval -> safety/RBAC check -> control policy planning -> [NEW] BMS close-window command -> state verification -> response,building ontology; capability KB; [NEW] power/UPS outage status feed; [NEW] window actuator/control-point data; [NEW] BMS write-back endpoint
q4985d947bb3c,IT/Data Scientists,4,"If an occupant hits a ""Too Cold"" button, how quickly does the system respond, and does it learn that person's preference for next time?",3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,4,19,building-data,requires_extension,Requires deriving response latency and preference learning behavior; moderate ambiguity around respond.,"Needs button events, user profiles and BMS write-back/control loop plus latency analytics; missing integrations.",LangGraph control intent; ontology/knowledge graph; time-series store; analytics sandbox; report intake; RBAC; [NEW] comfort-button UI event stream (new data source); [NEW] BMS write-back/control API and command logs (new API + add control points to ontology); [NEW] user preference profile/model (add to ontology+KB),dialogue -> intent classification -> identify occupant and zone -> [NEW] capture button event -> ontology equipment lookup -> [NEW] issue BMS control command -> monitor temperature response -> analytics latency calculation -> update [NEW] preference model -> response,building ontology; available temperature time-series; report intake; [NEW] comfort-button event stream; [NEW] BMS command/status and actuator feedback logs; [NEW] occupant identity/preference store
q6e9e8fd31e7f,IT/Data Scientists,4,"If water flow is detected for 2 hours straight in a bathroom at night, can the system automatically shut off that valve?",1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,"Yes/no automation capability check with a clear condition; human verifies sensors, rule and actuator exist.","Needs new water-flow telemetry, valve topology and physical shutoff actuator in a safety-checked control loop.",LangGraph; ontology/knowledge graph; floor-plan/spatial reasoning; time-series store; analytics/rule engine; alerting; RBAC/control; [NEW] plumbing/valve classes added to ontology+KB; [NEW] bathroom water-flow sensor feed (new data source); [NEW] smart-valve actuator/BMS write-back API (new data source),dialogue -> intent classification/control -> ontology/spatial query -> [NEW] water-flow retrieval -> 2h continuity rule/anomaly check -> alert/RBAC safety check -> [NEW] valve shutoff command -> verify state -> response,building ontology/floor plans; building hours config; [NEW] bathroom water-flow time-series; [NEW] plumbing/valve topology; [NEW] valve actuator state/control API
q64896f58ec6c,IT/Data Scientists,4,"Can the lifts ""learn"" that the cafeteria floor is the priority destination at exactly 12:05 PM?",1,Factual Recall,6,Meta / Strategic Reasoning,5,5,18,building-data,requires_extension,Yes/no lift capability check with clear time and destination; answer depends on telemetry and dispatch control.,"Requires new lift telemetry, passenger demand modelling and controller write-back to change dispatch priority.",LangGraph; ontology/knowledge graph; capability KB; time-series store; forecasting; analytics sandbox; RBAC/control; [NEW] lift call/destination telemetry feed (new data source); [NEW] passenger-count/occupancy feed (new data source); [NEW] lift dispatch controller/BMS write-back API (new data source); [NEW] calendar/term schedule API (new data source),dialogue -> capability check -> KB lookup cafeteria floor -> [NEW] lift telemetry retrieval -> demand forecasting at 12:05 -> dispatch policy optimisation/safety constraints -> RBAC approval -> [NEW] priority command to lift controller -> monitor -> response,building ontology/capability KB for lifts and cafeteria floor; [NEW] lift call/destination logs; [NEW] passenger counts/occupancy; [NEW] cafeteria/calendar schedule; [NEW] lift controller state/control API
q6b4aad51efbf,IT/Data Scientists,4,"In open-plan offices, could ""pink noise"" be automatically adjusted based on how loud the ambient chatter is?",1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,hybrid,requires_extension,Yes/no automation capability check with clear sensor input and actuator output; single capability answer.,"Needs new acoustic sensing, open-office zone mapping and speaker control in a closed-loop sound-masking system.",LangGraph; ontology/knowledge graph; floor-plan/spatial reasoning; time-series store; analytics sandbox; RBAC/control; LLM acoustic guidance; [NEW] open-plan acoustic zones added to ontology+KB; [NEW] ambient noise/SPL microphone sensor feed (new data source); [NEW] pink-noise speaker/sound-masking controller API (new data source); [NEW] acoustic comfort/privacy policy added to capability KB,dialogue -> capability check -> spatial query open-plan offices -> [NEW] SPL/chatter stream retrieval -> rolling dBA analytics -> control policy computes masking level -> RBAC/safety limits -> [NEW] speaker command -> monitor -> response,building ontology/floor plans; general acoustic comfort knowledge; [NEW] open-plan acoustic zone metadata; [NEW] ambient noise/SPL time-series; [NEW] pink-noise speaker state/control API; [NEW] acoustic comfort/privacy policy
q58ca7c92e810,IT/Data Scientists,4,"When automated blinds close to stop glare, how do we ensure occupants don't feel ""boxed in"" from the outdoors?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,4,21,hybrid,requires_extension,"Balances glare control, view access and subjective wellbeing; synthesised answer with ambiguous success criteria.","Needs glare/view modelling, occupant feedback and blind actuation in a closed-loop control policy.",LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; analytics sandbox; control loop; visualisation; [NEW] automated-blind state/actuator feed (new data source + add to ontology); [NEW] illuminance/glare sensor feed (new data source + add to ontology); [NEW] occupant preference/satisfaction survey pipeline (new data source); [NEW] weather/solar API (external API),dialogue -> policy planning -> ontology/spatial query -> [NEW] daylight/weather/blind-state retrieval -> [NEW] occupant-feedback retrieval -> glare-view optimisation -> blind control loop -> monitoring/visualisation -> response,building ontology; floor plans; [NEW] blind actuator/state feed; [NEW] illuminance/glare sensors; [NEW] occupant preference/satisfaction surveys; [NEW] weather/solar feed
q5acb5c6a7547,IT/Data Scientists,4,Could internal lights mimic the color temperature of the sun to improve staff focus and sleep quality?,5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,5,22,hybrid,requires_extension,"Combines lighting capability, circadian science and wellbeing outcomes; synthesised answer with ambiguous benefit metrics.","Requires tunable-light controls, solar scheduling and outcome feedback in a closed-loop lighting strategy.",LLM general circadian-lighting knowledge; ontology/knowledge graph; time-series store; analytics sandbox; control loop; visualisation; [NEW] tunable-lighting inventory (add to ontology + capability KB); [NEW] lighting actuator/state feed (new data source); [NEW] CCT/illuminance sensor feed (new data source); [NEW] weather/solar API (external API); [NEW] staff focus/sleep survey pipeline (new data source),dialogue -> feasibility planning -> ontology query -> [NEW] lighting capability/state retrieval -> [NEW] solar/occupancy/outcome data retrieval -> circadian schedule optimisation -> lighting control loop -> outcome analytics -> response,general circadian-lighting knowledge; building ontology; [NEW] tunable-lighting inventory; [NEW] lighting actuator/state time-series; [NEW] CCT/illuminance sensors; [NEW] weather/solar feed; [NEW] staff focus/sleep survey data
q081a2552e93f,IT/Data Scientists,4,"Should the building's target temperature shift slightly based on what people are wearing (e.g., higher in summer, lower in winter) to save energy?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,6,23,hybrid,requires_extension,"Synthesised policy decision across comfort, clothing and energy; high uncertainty and ambiguity.","Needs apparel/comfort, energy, occupancy/weather and control optimisation; most feeds/control points are missing.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; visualisation/reporting; control loop; [NEW] live temperature/humidity streams for floors 0-4 (new sensor feed); [NEW] energy metering feed (new data source); [NEW] occupancy feed (new data source); [NEW] clothing/attire survey or CV feed (new data source; add ClothingInsulation to ontology); [NEW] weather API (external API); [NEW] HVAC setpoint/control-point telemetry and BMS write-back (new data source/control API; add to ontology),"dialogue -> planner -> ontology query for zones/control points -> retrieve existing floor-5 temp/humidity -> [NEW] ingest floors0-4, energy, occupancy, clothing, weather and setpoint data -> comfort modelling -> energy/comfort optimisation -> forecast/simulation -> recommendation/report -> control-l",building ontology; floor-5 temperature/humidity time-series; [NEW] floors0-4 temperature/humidity streams; [NEW] energy meter time-series; [NEW] occupancy time-series; [NEW] clothing/attire survey or CV data; [NEW] weather feed; [NEW] HVAC setpoint/control telemetry
qd0a57138b971,IT/Data Scientists,3,"Can the motion sensors ""predict"" your path and illuminate the next 3 lights in the corridor before you actually reach them?",1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Reads as a yes/no capability check about predictive corridor lighting.,"Real capability needs motion sensing, path prediction, spatial light selection and closed-loop lighting actuation.",ontology/knowledge graph; time-series store; floor-plan + spatial reasoning; LangGraph planner; control intent; [NEW] motion/PIR sensor feed (new data source + add to ontology); [NEW] lighting fixture/controller topology and status/control API (new data source + add to ontology); [NEW] predictive path-lighting model/control policy (new method),dialogue -> capability/control intent -> ontology and floor-plan query -> [NEW] motion stream -> [NEW] path prediction -> select next 3 lights -> control command -> feedback check -> response,building ontology; floor plans; [NEW] motion sensor event stream; [NEW] lighting fixture/controller topology and status/control feed; [NEW] corridor-fixture adjacency model
q0b60aca73b3c,IT/Data Scientists,3,"If 10 EVs plug in at once, does the system throttle charging speeds to protect the building’s main transformer?",3,Inferential Reasoning,6,Meta / Strategic Reasoning,3,3,18,building-data,requires_extension,"Conditional EV-load scenario; answer derived from control policy, charger load and transformer capacity.","Needs new EVSE/transformer telemetry, capacity simulation and a charging control loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; control loop; [NEW] EV charger telemetry/control API (new data source; add to ontology); [NEW] transformer load/rating feed (new data source; add to ontology+KB); [NEW] electrical demand metering (new data source),dialogue -> scenario parse -> ontology query -> [NEW] EVSE/transformer retrieval -> load-capacity analytics -> control-policy evaluation -> charging-throttle control-loop verification -> response,building ontology; [NEW] EVSE telemetry/control API (new data source); [NEW] transformer rating/load time-series (new data source); [NEW] whole-building electrical demand meter (new data source); [NEW] load-management policy added to ontology+KB
qf2e2c5f82c65,IT/Data Scientists,3,Does the green roof moisture sensor override the watering schedule if the weather forecast predicts rain within 6 hours?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Yes/no control-capability lookup for a specific moisture/forecast override rule.,"Needs new green-roof moisture, forecast and irrigation scheduler feeds with override control.",LangGraph orchestrator; ontology/knowledge graph; time-series store; control loop; [NEW] green-roof moisture sensor feed (new data source; add to ontology); [NEW] irrigation scheduler/control API (new data source; add to ontology+KB); [NEW] weather forecast API (external API),dialogue -> intent classification -> ontology query -> [NEW] moisture retrieval -> [NEW] 6h weather forecast -> [NEW] irrigation schedule/control rule lookup -> override evaluation -> control-loop status -> response,building ontology; [NEW] green-roof moisture time-series (new sensor feed); [NEW] irrigation schedule/control system (new data source); [NEW] weather forecast API (external API); [NEW] green-roof asset/policy facts added to ontology+KB
qeef3709219c0,IT/Data Scientists,3,Do the rooftop vents automatically seal themselves if the external wind speed exceeds a specific safety rating?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Yes/no control-capability lookup for a specific wind-safety vent rule.,Needs new wind feed and powered vent actuator/control policy integrated into a safety loop.,LangGraph orchestrator; ontology/knowledge graph; time-series store; control loop; [NEW] external wind-speed/weather-station feed (new data source; add to ontology); [NEW] rooftop vent actuator/status API (new data source; add to ontology); [NEW] wind safety rating policy (add to ontology+KB),dialogue -> intent classification -> ontology query -> [NEW] wind-speed retrieval -> [NEW] vent actuator/status retrieval -> safety-threshold rule evaluation -> seal-control-loop verification -> response,building ontology; [NEW] external wind-speed/weather feed (new data source); [NEW] rooftop vent actuator/status system (new data source); [NEW] vent safety rating and control policy added to ontology+KB
qb2abfe19aa92,IT/Data Scientists,3,"In an evacuation, can the welcome displays instantly flip to show the ""Shortest Clear Path to Exit"" based on real-time obstruction data?",1,Factual Recall,6,Meta / Strategic Reasoning,5,1,14,building-data,requires_extension,Clear yes/no capability check; asks whether displays can switch routes in evacuation.,"Needs real-time obstruction sensing, egress path planning, safety logic, and display actuation.","LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; analytics sandbox/path planner; control loop; [NEW] real-time obstruction sensor feed (new data source, add to ontology); [NEW] welcome-display/digital-signage API (new data source, add devices to ontology+KB)",dialogue -> capability/control intent -> ontology + floor-plan query -> [NEW] obstruction feed retrieval -> route optimisation -> safety validation -> display control loop -> response,building ontology; floor plans; [NEW] real-time obstruction feed (new data source); [NEW] digital signage endpoints (new data source/add to ontology)
qa53f463f47f5,IT/Data Scientists,3,"Can the noise-level sensors distinguish between ""constructive conversation"" and ""external distraction"" to trigger noise-canceling white noise?",1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no capability check; asks whether a sensor function exists.,"Needs new acoustic sensing, ML classification, spatial source attribution and actuator control loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; control intent; [NEW] acoustic/noise sensor feed (new data source; add Noise_Level_Point to ontology); [NEW] acoustic-event classifier/model labels (new inputs/ file); [NEW] white-noise actuator API (new control data source; add to ontology),dialogue -> intent classification -> ontology query -> [NEW] acoustic feed retrieval -> feature extraction -> [NEW] ML classification -> policy check -> [NEW] white-noise control loop -> response,building ontology; capability KB; [NEW] acoustic/noise sensor time-series feed (new sensor feed; add to ontology); [NEW] acoustic-event training labels/model config (new inputs/ file); [NEW] white-noise actuator status/control feed (new control API; add to ontology)
q872e69a60530,IT/Data Scientists,3,"If the motion sensors detect zero movement but the AV equipment is still drawing power, can the room automatically shut down the screens and alert the booking system?",1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Deterministic yes/no automation capability check with one if-then rule.,"Requires new occupancy, AV power, booking integrations and autonomous screen-control/alert loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox/rule engine; alert intent; control intent; [NEW] motion/occupancy sensor feed (new data source; add to ontology); [NEW] AV power metering feed (new data source; add to ontology); [NEW] room booking API (external API); [NEW] AV screen-control API (new control data source; add to ontology),dialogue -> intent classification -> ontology query -> [NEW] motion retrieval -> [NEW] AV power retrieval -> [NEW] booking status check -> rule evaluation -> [NEW] screen shutdown control loop -> [NEW] booking-system alert -> response,building ontology; [NEW] motion/occupancy time-series feed (new sensor feed; add to ontology); [NEW] AV power meter/smart-plug time-series (new sensor feed; add to ontology); [NEW] room booking system API (external API); [NEW] AV control API/status feed (new control data source; add to ontology)
qaec6b31a69db,IT/Data Scientists,3,"How does the building handle the ""afternoon slump""? Can it automatically adjust lighting color temperatures (e.g., cooler blue-white) to boost employee alertness?",5,Systemic Synthesis,6,Meta / Strategic Reasoning,1,4,21,hybrid,requires_extension,"Combines vague slump, physiology, lighting controls and policy into a synthesized strategy.","Needs tunable-lighting telemetry/control, policy model, feedback validation and actuator loop.",LLM general knowledge; LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; control intent; [NEW] tunable lighting fixture metadata/status/control API (new data source; add to ontology); [NEW] illuminance/CCT sensor feed (new sensor feed; add to ontology); [NEW] occupant alertness/productivity feedback store (new data source plus inputs/ file); [NEW] lighting/BMS write-back API (new control data source),dialogue -> intent classification -> LLM general lighting/alertness context -> ontology/capability check -> [NEW] lighting telemetry retrieval -> [NEW] alertness feedback retrieval -> policy/model evaluation -> [NEW] lighting control loop -> response,general LLM knowledge; building ontology; capability KB; [NEW] tunable lighting fixture/status/control feed (new data source/API; add to ontology); [NEW] illuminance and color-temperature sensor time-series (new sensor feed); [NEW] occupant alertness/productivity survey or feedback store (new data s
q3247d5cdb457,IT/Data Scientists,3,Can the HVAC system detect which desk clusters are unassigned and shift air volume to the high-density areas nearby?,1,Factual Recall,6,Meta / Strategic Reasoning,5,5,18,building-data,requires_extension,Yes/no HVAC capability check despite complex implementation dependencies.,"Requires desk assignment/occupancy fusion, HVAC zone mapping, airflow optimization and VAV control loop.",LangGraph orchestrator; ontology/knowledge graph; floor-plan spatial reasoning; time-series store; analytics sandbox; control intent; current temp/CO2/humidity streams where available; [NEW] desk assignment/booking feed (new data source; add to ontology); [NEW] desk-cluster occupancy feed (new sensor feed); [NEW] HVAC VAV/airflow telemetry and damper control API (new data source/control; add to ontology); [NEW] live streams for floors 0-4 if building-wide control is required,dialogue -> intent classification -> ontology and floor-plan query -> [NEW] desk assignment retrieval -> [NEW] occupancy retrieval -> HVAC zone spatial mapping -> density and comfort/IAQ analysis -> airflow optimization -> [NEW] VAV/BMS control loop -> response,building ontology; floor plans; current floor-5 temperature/CO2/humidity time-series; [NEW] desk assignment or booking feed (new data source; add to ontology); [NEW] desk-cluster occupancy time-series (new sensor feed); [NEW] HVAC airflow/VAV telemetry and control feed (new data source/API; add to o
qe9cb175b45c0,IT/Data Scientists,3,"If CO₂ levels spike in a specific ""cluster,"" can the ventilation increase for just that zone?",1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Clear yes/no capability check about zone-specific ventilation control.,"Needs CO2 event detection, zone/equipment mapping and HVAC control; live CO2 is floor 5 only and write-back is absent.",LangGraph orchestrator/control; ontology/knowledge graph; time-series store; analytics sandbox; capability KB; [NEW] BMS HVAC write-back/control API (new external API); [NEW] live CO2 streams for floors 0-4 if zone is outside floor 5 (new sensor feed),dialogue -> intent classification(control) -> ontology query(zone/equipment) -> CO2 time-series retrieval -> spike detection -> control-policy check -> [NEW] BMS write-back -> verification -> response,building ontology; HVAC zoning capability KB; floor-5 CO2 time-series; [NEW] live CO2 feeds for floors 0-4 (new sensor feed); [NEW] BMS control API (new external API)
