qid,personas,stage,question,level,level_name,latent_level,latent_level_name,gap_score,n_new,difficulty,answer_basis,answerability,why,latent_why,architecture,pipeline_stages,data_sources,new_items_str
qeef3709219c0,IT/Data Scientists,3,Do the rooftop vents automatically seal themselves if the external wind speed exceeds a specific safety rating?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Yes/no control-capability lookup for a specific wind-safety vent rule.,Needs new wind feed and powered vent actuator/control policy integrated into a safety loop.,LangGraph orchestrator; ontology/knowledge graph; time-series store; control loop; [NEW] external wind-speed/weather-station feed (new data source; add to ontology); [NEW] rooftop vent actuator/status API (new data source; add to ontology); [NEW] wind safety rating policy (add to ontology+KB),dialogue -> intent classification -> ontology query -> [NEW] wind-speed retrieval -> [NEW] vent actuator/status retrieval -> safety-threshold rule evaluation -> seal-control-loop verification -> response,building ontology; [NEW] external wind-speed/weather feed (new data source); [NEW] rooftop vent actuator/status system (new data source); [NEW] vent safety rating and control policy added to ontology+KB,BMS actuation / write-back; Other / niche; Policy / document KB; Weather feed
qb2abfe19aa92,IT/Data Scientists,3,"In an evacuation, can the welcome displays instantly flip to show the ""Shortest Clear Path to Exit"" based on real-time obstruction data?",1,Factual Recall,6,Meta / Strategic Reasoning,5,1,14,building-data,requires_extension,Clear yes/no capability check; asks whether displays can switch routes in evacuation.,"Needs real-time obstruction sensing, egress path planning, safety logic, and display actuation.","LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; analytics sandbox/path planner; control loop; [NEW] real-time obstruction sensor feed (new data source, add to ontology); [NEW] welcome-display/digital-signage API (new data source, add devices to ontology+KB)",dialogue -> capability/control intent -> ontology + floor-plan query -> [NEW] obstruction feed retrieval -> route optimisation -> safety validation -> display control loop -> response,building ontology; floor plans; [NEW] real-time obstruction feed (new data source); [NEW] digital signage endpoints (new data source/add to ontology),Other / niche
qa53f463f47f5,IT/Data Scientists,3,"Can the noise-level sensors distinguish between ""constructive conversation"" and ""external distraction"" to trigger noise-canceling white noise?",1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no capability check; asks whether a sensor function exists.,"Needs new acoustic sensing, ML classification, spatial source attribution and actuator control loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; control intent; [NEW] acoustic/noise sensor feed (new data source; add Noise_Level_Point to ontology); [NEW] acoustic-event classifier/model labels (new inputs/ file); [NEW] white-noise actuator API (new control data source; add to ontology),dialogue -> intent classification -> ontology query -> [NEW] acoustic feed retrieval -> feature extraction -> [NEW] ML classification -> policy check -> [NEW] white-noise control loop -> response,building ontology; capability KB; [NEW] acoustic/noise sensor time-series feed (new sensor feed; add to ontology); [NEW] acoustic-event training labels/model config (new inputs/ file); [NEW] white-noise actuator status/control feed (new control API; add to ontology),BMS actuation / write-back; Noise / acoustic sensing; Other / niche
q872e69a60530,IT/Data Scientists,3,"If the motion sensors detect zero movement but the AV equipment is still drawing power, can the room automatically shut down the screens and alert the booking system?",1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Deterministic yes/no automation capability check with one if-then rule.,"Requires new occupancy, AV power, booking integrations and autonomous screen-control/alert loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox/rule engine; alert intent; control intent; [NEW] motion/occupancy sensor feed (new data source; add to ontology); [NEW] AV power metering feed (new data source; add to ontology); [NEW] room booking API (external API); [NEW] AV screen-control API (new control data source; add to ontology),dialogue -> intent classification -> ontology query -> [NEW] motion retrieval -> [NEW] AV power retrieval -> [NEW] booking status check -> rule evaluation -> [NEW] screen shutdown control loop -> [NEW] booking-system alert -> response,building ontology; [NEW] motion/occupancy time-series feed (new sensor feed; add to ontology); [NEW] AV power meter/smart-plug time-series (new sensor feed; add to ontology); [NEW] room booking system API (external API); [NEW] AV control API/status feed (new control data source; add to ontology),BMS actuation / write-back; Calendar / room-booking API; Energy metering; Occupancy sensing
q3247d5cdb457,IT/Data Scientists,3,Can the HVAC system detect which desk clusters are unassigned and shift air volume to the high-density areas nearby?,1,Factual Recall,6,Meta / Strategic Reasoning,5,5,18,building-data,requires_extension,Yes/no HVAC capability check despite complex implementation dependencies.,"Requires desk assignment/occupancy fusion, HVAC zone mapping, airflow optimization and VAV control loop.",LangGraph orchestrator; ontology/knowledge graph; floor-plan spatial reasoning; time-series store; analytics sandbox; control intent; current temp/CO2/humidity streams where available; [NEW] desk assignment/booking feed (new data source; add to ontology); [NEW] desk-cluster occupancy feed (new sensor feed); [NEW] HVAC VAV/airflow telemetry and damper control API (new data source/control; add to ontology); [NEW] live streams for floors 0-4 if building-wide control is required,dialogue -> intent classification -> ontology and floor-plan query -> [NEW] desk assignment retrieval -> [NEW] occupancy retrieval -> HVAC zone spatial mapping -> density and comfort/IAQ analysis -> airflow optimization -> [NEW] VAV/BMS control loop -> response,building ontology; floor plans; current floor-5 temperature/CO2/humidity time-series; [NEW] desk assignment or booking feed (new data source; add to ontology); [NEW] desk-cluster occupancy time-series (new sensor feed); [NEW] HVAC airflow/VAV telemetry and control feed (new data source/API; add to o,BMS actuation / write-back; Calendar / room-booking API; Live streams floors 0-4; Occupancy sensing; Other / niche
qe9cb175b45c0,IT/Data Scientists,3,"If CO₂ levels spike in a specific ""cluster,"" can the ventilation increase for just that zone?",1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Clear yes/no capability check about zone-specific ventilation control.,"Needs CO2 event detection, zone/equipment mapping and HVAC control; live CO2 is floor 5 only and write-back is absent.",LangGraph orchestrator/control; ontology/knowledge graph; time-series store; analytics sandbox; capability KB; [NEW] BMS HVAC write-back/control API (new external API); [NEW] live CO2 streams for floors 0-4 if zone is outside floor 5 (new sensor feed),dialogue -> intent classification(control) -> ontology query(zone/equipment) -> CO2 time-series retrieval -> spike detection -> control-policy check -> [NEW] BMS write-back -> verification -> response,building ontology; HVAC zoning capability KB; floor-5 CO2 time-series; [NEW] live CO2 feeds for floors 0-4 (new sensor feed); [NEW] BMS control API (new external API),BMS actuation / write-back; Live streams floors 0-4
q46c21b966ac2,IT/Data Scientists,2,oes the system use Equipment Health data to automatically generate a work order for a technician?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Clear yes/no capability check about automatic work-order generation.,"Auto work orders need health telemetry, trigger rules and CMMS/technician workflow not loaded.",LangGraph orchestrator/alert/report-intake; ontology/knowledge graph; analytics sandbox; response formatting; [NEW] Equipment Health telemetry/status feed (new data source + add to ontology); [NEW] CMMS/work-order API (new external API); [NEW] technician roster/routing rules (add to ontology/KB),dialogue -> capability check -> ontology query(equipment/health points) -> [NEW] health feed retrieval -> rule/anomaly evaluation -> work-order payload -> [NEW] CMMS API create -> technician notification -> response,building ontology; report-intake store; [NEW] Equipment Health time-series/status feed; [NEW] CMMS/work-order system; [NEW] technician roster/routing KB,Equipment condition monitoring; Maintenance / CMMS records; Other / niche
q6f26f98e5f0f,IT/Data Scientists,2,"If the Current on a specific circuit exceeds its limit, can the Smart Plug automatically shed the load?",1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no capability check against circuit-limit policy and smart-plug function; clear single-fact outcome.,"Automatic load shedding needs real-time current monitoring, policy checks and a verified actuator control loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox/rule evaluation; RBAC/safety guardrails; control intent; alerting; [NEW] circuit current sensor feed (new data source/sensor feed); [NEW] smart-plug actuator/control integration (new data source/API); [NEW] circuit limits and plug-circuit mapping (add to ontology+KB),dialogue -> intent classification -> RBAC/safety check -> ontology query for circuit/plug/limit -> [NEW] current feed retrieval -> threshold evaluation -> control policy -> [NEW] smart-plug shed command -> verify telemetry -> response/alert,building ontology; [NEW] circuit current time-series (new sensor feed); [NEW] smart-plug actuator API/status feed (new data source); [NEW] circuit limits and plug-circuit mapping (add to ontology+KB),BMS actuation / write-back; Equipment condition monitoring; Other / niche
qa9c86747f349,IT/Data Scientists,4,Can the ventilation system increase outdoor air intake if CO2 levels exceed 800 ppm?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no capability check against CO2 threshold and ventilation control; deterministic if metadata/control points exist.,Threshold policy needs live CO2 zone coverage plus BACnet damper write-back and an active control loop.,LangGraph control route; ontology/knowledge graph; time-series store; analytics sandbox; RBAC; [NEW] live CO2 streams for floors 0-4 (new sensor feed); [NEW] BACnet/BMS outdoor-air damper write-back (new control feed + add actuator points to ontology),dialogue -> control intent routing -> ontology map CO2 sensors to zones/AHUs/dampers -> retrieve live and [NEW] CO2 feeds -> threshold check -> safety/RBAC checks -> control loop increases outdoor-air intake -> monitor -> response,building ontology; live floor-5 CO2 time-series; [NEW] live CO2 time-series floors 0-4 (new sensor feed); [NEW] ventilation actuator/control-point metadata and BMS write-back (add to ontology + control feed),BMS actuation / write-back; Live streams floors 0-4; Other / niche
q001efd43752d,IT/Data Scientists,3,Can the room automatically adjust the Temperature if the People Count increases?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Asks a yes/no automation capability for a room; single capability fact if assets/policy exist.,"Closed-loop occupancy-based HVAC needs people-count feed, control policy and BMS write-back beyond current data.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; HVAC zoning capability KB; control intent; [NEW] people-count/occupancy sensor feed (new data source; add to ontology); [NEW] BMS write-back/actuator connector for HVAC setpoints (new BMS control feed; add actuator points to ontology); [NEW] occupancy-based HVAC control policy (add to ontology+KB or inputs YAML),dialogue -> intent classification/control capability -> ontology query for room/HVAC zone -> [NEW] people-count + temperature retrieval -> policy evaluation -> control decision -> [NEW] BMS setpoint write-back -> verify sensor response -> response,building ontology; HVAC zoning KB; temperature time-series on floor 5; [NEW] people-count time-series; [NEW] HVAC actuator/setpoint states and write-back interface; [NEW] control-policy YAML in inputs/,BMS actuation / write-back; Occupancy sensing; Policy / document KB
qa33f13b11118,Occupants/Tenants/Employees,2,Can I schedule lights for security when I'm away?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no scheduling capability check; clear action target.,"Needs lighting assets, away schedule, scene planning and BMS write-back control loop.",ontology/knowledge graph; LangGraph control; RBAC; capability KB; [NEW] lighting points/circuits added to ontology+KB; [NEW] lighting/BMS write-back API (new data source); [NEW] automation schedule/away-mode store (new data source),dialogue -> intent classification -> RBAC -> resolve rooms/lights -> collect away schedule -> plan lighting scenes -> scheduled control loop -> monitor/alerts -> response,building ontology; capability KB; [NEW] lighting circuit/control map (add to ontology+KB); [NEW] lighting state/control feed (new data source); [NEW] user away-mode/schedule store (new data source),BMS actuation / write-back; Calendar / room-booking API; Lighting sensing/control
q0950eb12951b,Occupants/Tenants/Employees,2,Can I program fresh air boosts on schedule?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Yes/no HVAC scheduling capability check; clear requested function.,"Scheduled ventilation boosts require HVAC zone resolution, safety checks and BMS actuation loop.",ontology/knowledge graph; HVAC capability KB; time-series store; analytics sandbox; LangGraph control; RBAC; alert; [NEW] ventilation damper/fan/VAV control points added to ontology+KB; [NEW] HVAC/BMS write-back API (new data source); [NEW] automation schedule store/executor (new data source); [NEW] live temp/CO2/humidity feeds for floors 0-4 if targeted (new data source),dialogue -> intent classification -> RBAC -> resolve zone and schedule -> ontology query for HVAC equipment -> validate constraints -> scheduled control loop -> monitor CO2/temp -> alert/response,building ontology; HVAC capability KB; live floor-5 temp/CO2/humidity streams; [NEW] ventilation control-point map (add to ontology+KB); [NEW] HVAC/BMS control feed (new data source); [NEW] schedule store; [NEW] floors 0-4 live temp/CO2/humidity if target there (new data source),BMS actuation / write-back; Calendar / room-booking API; Live streams floors 0-4; Other / niche
q43b94b9609da,Occupants/Tenants/Employees,2,Can the building turn off lights in empty areas?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,Yes/no automation capability; human only recalls whether the building can do it.,"Needs occupancy detection, lighting zone mapping, and physical control/verification loop; lighting/occupancy missing.",ontology/knowledge graph; spatial reasoning; time-series store; analytics sandbox; RBAC; control workflow; [NEW] occupancy sensor feed (new data source); [NEW] lighting assets/control points added to ontology; [NEW] BMS lighting control write-back API,dialogue -> intent classification -> resolve areas/RBAC -> ontology/spatial query -> [NEW] occupancy retrieval -> empty-area detection -> [NEW] lighting control command -> verify state -> response,building ontology and floor plans; [NEW] occupancy time-series; [NEW] lighting control points/zone mappings; [NEW] BMS lighting control API,BMS actuation / write-back; Occupancy sensing
qdb64fc3fe8d9,Occupants/Tenants/Employees,2,Can I adjust light levels in my unit?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no control capability for the user's unit; trivial single-fact answer.,"Needs dimmable lighting control points, user RBAC, command send and feedback verification; lighting control absent.",ontology/knowledge graph; RBAC; control workflow; [NEW] lighting device/control-point ontology; [NEW] BMS dimming/control API; [NEW] light-level or dimmer feedback feed,dialogue -> intent classification -> resolve unit/RBAC -> ask desired level if missing -> ontology query -> [NEW] send dimming command -> verify feedback -> response,building ontology; user/unit mapping via RBAC; [NEW] lighting control-point metadata added to ontology; [NEW] BMS dimming API; [NEW] dimmer/light-level feedback stream,BMS actuation / write-back; Lighting sensing/control; Other / niche
q8892b1e5d132,Occupants/Tenants/Employees,1,Will the building track my comfort preferences and adjust over time?,1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,Yes/no capability check about preference tracking and adaptive comfort control.,"Personal comfort learning needs profiles, feedback, longitudinal telemetry, and HVAC control loop.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; forecasting; control intent; RBAC; [NEW] occupant comfort preference/profile and feedback store (new data source; add to ontology+KB); [NEW] BMS/HVAC write-back API (new data source/control endpoint; add to ontology); [NEW] live temp/CO2/humidity streams for floors 0-4 (new data source),dialogue -> capability/control intent -> user consent/RBAC -> ontology zone lookup -> telemetry retrieval -> [NEW] preference feedback ingestion -> adaptive model update -> [NEW] HVAC control command -> actuator acknowledgement -> response,building ontology; floor 5 temp/CO2/humidity time-series; [NEW] floors 0-4 live temp/CO2/humidity feeds; [NEW] occupant comfort profile/feedback store; [NEW] BMS/HVAC control endpoint,BMS actuation / write-back; Live streams floors 0-4; Occupancy sensing; Other / niche
qf508a1e07190,Occupants/Tenants/Employees,1,Can I control the blinds from an app?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Straight capability check: whether app-based blind control exists.,Requires app/RBAC integration plus smart-blind actuator metadata and control write-back.,LangGraph orchestrator; ontology/knowledge graph; capability knowledge base; control intent; RBAC; [NEW] smart-blind/shading device metadata and actuator API (new data source/control endpoint; add to ontology); [NEW] occupant mobile app control channel (new API; add to capability KB),dialogue -> control capability intent -> ontology query for blind actuators -> RBAC/app check -> [NEW] app command path check -> [NEW] blind actuator API handshake -> response,building ontology; capability KB; [NEW] blind actuator/status endpoints; [NEW] occupant app control API/profile data,BMS actuation / write-back; Occupancy sensing; Other / niche
q3a8fabb6ac02,Occupants/Tenants/Employees,1,Can you run a cleaning system?,1,Factual Recall,6,Meta / Strategic Reasoning,5,3,16,building-data,requires_extension,Yes/no capability/action request about operating a cleaning system.,"Would need new cleaning equipment integration, safety checks, scheduling and actuation loop.",LangGraph orchestrator; ontology/knowledge graph; RBAC; control workflow; [NEW] cleaning-system actuator/API (new data source/control endpoint); [NEW] cleaning equipment/zones added to ontology+KB; [NEW] physical BMS/robot write-back,dialogue -> intent classification -> clarify cleaning type/area/time -> RBAC/safety check -> [NEW] cleaning API command -> monitor status -> response,building ontology; capability KB; [NEW] cleaning equipment metadata; [NEW] cleaning system status/control feed; [NEW] occupancy/safety interlock feed if required,BMS actuation / write-back; Occupancy sensing; Other / niche
qa2ff0b607c95,Student/Researchers/Academics,3,can the system notify me if a desk becomes available nearby?,1,Factual Recall,6,Meta / Strategic Reasoning,5,2,15,building-data,requires_extension,It is a capability/action request: set a nearby-desk alert; cognitively a simple yes/no.,"Personalised desk alerts need [NEW] desk availability data, spatial matching and a persistent notification/control loop.",LangGraph orchestrator; ontology/knowledge graph; floor-plan + spatial reasoning; alert service; RBAC/user profile; [NEW] desk inventory/locations added to ontology + capability KB (add to ontology+KB); [NEW] desk occupancy/availability feed or booking API (new data source/external API),dialogue -> intent classification(alert/control) -> collect user location/radius/preferences -> spatial query nearby desks -> subscribe to [NEW] desk availability feed -> detect availability transition -> alert/control loop -> notify user -> response,building ontology and floor plans; user location/preferences; [NEW] desk inventory/location dataset added to ontology+KB; [NEW] desk occupancy/booking availability feed,Occupancy sensing; Other / niche
q73df291308e1,Occupants/Tenants/Employees; Guests/Visitors,4,"Could you experiment with people in a room by changing humidity, temp, etc and see how it affects their moods?",1,Factual Recall,6,Meta / Strategic Reasoning,5,4,17,building-data,requires_extension,"Asked as a yes/no capability check; single-fact, clear, no human reasoning beyond recall.","Requires ethical human-subject trial, mood data, HVAC interventions, causal analytics and control write-back.",LangGraph orchestrator; ontology/knowledge graph; time-series store; analytics sandbox; visualisation/reporting; control loop; [NEW] mood/satisfaction survey pipeline (new data source; add to ontology); [NEW] consent/IRB workflow (add to capability KB); [NEW] HVAC setpoint/humidity write-back API (new data source/control endpoint),dialogue -> intent classification -> capability/ethics check -> ontology query -> baseline time-series retrieval -> [NEW] consent+survey intake -> [NEW] HVAC setpoint control loop -> analytics(causal/statistical) -> visualisation/report -> response,building ontology; floor-5 temperature/humidity/CO2 time-series; [NEW] occupant mood survey store (new data source); [NEW] consent/experiment registry (add to KB); [NEW] HVAC write-back/control API (new control endpoint),BMS actuation / write-back; Occupancy sensing; Occupant surveys / feedback; Other / niche
