uuid,label,sensor_name,table,value_col
c810b5ea-59e4-551e-a351-1e0dc2916370,Telecommunications Room — Floor 3 (Room 3.38) co2 (simulated) [ppm],Telecom_Room_F3_sat_co2,co2_data,co2_ppm
2fe97fdf-14c9-56ea-becc-0ba82ed1bf3a,Telecommunications Room — Floor 4 (Room 4.34) co2 (simulated) [ppm],Telecom_Room_F4_sat_co2,co2_data,co2_ppm
e812f0ba-9b50-56ac-8d14-72386a50e2ea,Telecommunications Room — Floor 5 (Room 5.34) co2 (simulated) [ppm],Telecom_Room_F5_sat_co2,co2_data,co2_ppm
ef80504a-bc47-57df-ab08-296b3112e08d,Room 0.01 — Main Reception door_contact (simulated),Room0.01_sat_door_contact,contact_data,contact
b481f7d4-02c6-5c78-968c-23e3f2b27096,Room 0.01 — Main Reception window_contact (simulated),Room0.01_sat_window_contact,contact_data,contact
05e26601-f9d7-5c5f-ad2e-8df5e7355b23,Room 0.04 — Mechanical Plant Room door_contact (simulated),Room0.04_sat_door_contact,contact_data,contact
1f6e9256-bfa7-5326-a3d6-ac86fadfb444,Room 0.04 — Mechanical Plant Room window_contact (simulated),Room0.04_sat_window_contact,contact_data,contact
1ba9183c-2884-5ac7-9b87-be15cc18c9c4,Room 0.05 — Mechanical Plant Room door_contact (simulated),Room0.05_sat_door_contact,contact_data,contact
6aaf7935-cbb1-58c8-ba21-957116c891c7,Room 0.05 — Mechanical Plant Room window_contact (simulated),Room0.05_sat_window_contact,contact_data,contact
67452c17-b6d5-5bce-9334-021cab06f93a,Room 0.06 — Loading and Goods Storage door_contact (simulated),Room0.06_sat_door_contact,contact_data,contact
62065ed4-aa7b-5bff-807d-72037d203165,Room 0.06 — Loading and Goods Storage window_contact (simulated),Room0.06_sat_window_contact,contact_data,contact
a95c2e26-d2d9-56f2-af8d-582467ae370f,Room 0.07 — Service Room door_contact (simulated),Room0.07_sat_door_contact,contact_data,contact
d59b4089-9795-5d3d-abee-66eb2b0aadac,Room 0.07 — Service Room window_contact (simulated),Room0.07_sat_window_contact,contact_data,contact
c6aebbac-5c5a-5095-b2bd-651a7ff7214b,Room 0.08 — Service Room door_contact (simulated),Room0.08_sat_door_contact,contact_data,contact
10fbbebe-cdc8-5ba2-826a-58800beb6803,Room 0.08 — Service Room window_contact (simulated),Room0.08_sat_window_contact,contact_data,contact
ab6643a0-02af-522a-977c-ec61f9e0e78c,Room 0.10 — Building Management Office door_contact (simulated),Room0.10_sat_door_contact,contact_data,contact
b79300aa-5ab8-5288-896c-607fb171d036,Room 0.10 — Building Management Office window_contact (simulated),Room0.10_sat_window_contact,contact_data,contact
68b808e5-9b45-59cd-9557-13b9d79891a7,Room 0.17 — Office door_contact (simulated),Room0.17_sat_door_contact,contact_data,contact
882616db-e9aa-539e-8ef9-27467d9880b4,Room 0.17 — Office window_contact (simulated),Room0.17_sat_window_contact,contact_data,contact
67b31c23-3181-5458-b08b-5d09d0ce565c,Room 0.18 — Office door_contact (simulated),Room0.18_sat_door_contact,contact_data,contact
f627f8ed-2149-5b98-80f0-fbe390a394cf,Room 0.18 — Office window_contact (simulated),Room0.18_sat_window_contact,contact_data,contact
7973e853-1e7b-5f5e-b3a6-a6501234dbb9,Room 0.19 — Office door_contact (simulated),Room0.19_sat_door_contact,contact_data,contact
d39267f5-5eb8-5e14-a52e-26f1cd59d1ab,Room 0.19 — Office window_contact (simulated),Room0.19_sat_window_contact,contact_data,contact
bd83cc3c-003b-5cdc-acda-b8db2b0d4d1b,Room 0.20 — Office door_contact (simulated),Room0.20_sat_door_contact,contact_data,contact
d877b9bd-a0c1-5d13-92a8-7b42e743b77d,Room 0.20 — Office window_contact (simulated),Room0.20_sat_window_contact,contact_data,contact
7552c2c7-b1f2-5043-8283-458baf70c565,Room 0.29 — Storage Room door_contact (simulated),Room0.29_sat_door_contact,contact_data,contact
743db0ab-596b-5541-b2dc-e8f2d5747064,Room 0.29 — Storage Room window_contact (simulated),Room0.29_sat_window_contact,contact_data,contact
28cf3e8f-7a1c-51d3-bcea-bf6c2a995907,Room 0.31 — Mechanical/Service Room door_contact (simulated),Room0.31_sat_door_contact,contact_data,contact
c03509f2-47f3-5a41-bd4e-625bd5b4422c,Room 0.31 — Mechanical/Service Room window_contact (simulated),Room0.31_sat_window_contact,contact_data,contact
c070faf7-312b-5856-b7b6-46b5099a3f38,Room 0.32 — Mechanical/Service Room door_contact (simulated),Room0.32_sat_door_contact,contact_data,contact
12aa87dd-ed99-5a01-8d1e-16d0e09b4f06,Room 0.32 — Mechanical/Service Room window_contact (simulated),Room0.32_sat_window_contact,contact_data,contact
5c9b26c0-a17b-5afb-ad7f-b65c79572570,Room 0.33 — Mechanical/Service Room door_contact (simulated),Room0.33_sat_door_contact,contact_data,contact
16842166-709d-5cdf-b612-40bd7fef9132,Room 0.33 — Mechanical/Service Room window_contact (simulated),Room0.33_sat_window_contact,contact_data,contact
ff100555-4eae-53e7-bcfb-a7eedabc4de4,Room 0.34 — Building Telecommunications Room door_contact (simulated),Room0.34_sat_door_contact,contact_data,contact
1e4bd541-f0d3-5f35-a31e-9d90087483d1,Room 0.34 — Building Telecommunications Room window_contact (simulated),Room0.34_sat_window_contact,contact_data,contact
00b17583-9b8a-5077-ad11-f232144951be,Room 1.06 — Computer Laboratory door_contact (simulated),Room1.06_sat_door_contact,contact_data,contact
71a8d74b-707c-5608-b6ef-ec2e2d0dea4e,Room 1.06 — Computer Laboratory window_contact (simulated),Room1.06_sat_window_contact,contact_data,contact
2523de0d-bc99-537b-9e48-5133fbfb46e2,Room 1.07 — Computer Laboratory door_contact (simulated),Room1.07_sat_door_contact,contact_data,contact
60d8e296-ae4d-53f0-bc43-6157cbf4f45d,Room 1.07 — Computer Laboratory window_contact (simulated),Room1.07_sat_window_contact,contact_data,contact
c219f372-8671-57c6-a078-fde4bdcf999c,Room 1.08 — Computer Laboratory door_contact (simulated),Room1.08_sat_door_contact,contact_data,contact
8e505c0a-fa75-574d-a788-4470a86a5f88,Room 1.08 — Computer Laboratory window_contact (simulated),Room1.08_sat_window_contact,contact_data,contact
098c3f82-2519-50d2-bb4d-cfbbc3407c61,Room 1.09 — Computer Laboratory door_contact (simulated),Room1.09_sat_door_contact,contact_data,contact
9b4adb51-b248-559a-8ed4-32aad3a9d122,Room 1.09 — Computer Laboratory window_contact (simulated),Room1.09_sat_window_contact,contact_data,contact
d0a3e7a4-e314-51ac-a364-3e95846bcc52,Room 1.25 — Conference/Seminar Room door_contact (simulated),Room1.25_sat_door_contact,contact_data,contact
02cc6808-11c9-54d8-9c7c-8259600b2446,Room 1.25 — Conference/Seminar Room window_contact (simulated),Room1.25_sat_window_contact,contact_data,contact
ed6ac48d-eba6-5c5f-a550-989798399876,Room 1.26 — Conference/Seminar Room door_contact (simulated),Room1.26_sat_door_contact,contact_data,contact
5aa1a2b9-52e9-5a1b-b5e3-86fb335a4b3d,Room 1.26 — Conference/Seminar Room window_contact (simulated),Room1.26_sat_window_contact,contact_data,contact
1f501ab5-31ea-5466-9c4f-34093c12aecb,Room 1.34 — Telecommunications Room door_contact (simulated),Room1.34_sat_door_contact,contact_data,contact
fac6b3ee-2337-53c5-b3fe-23a9e38eb580,Room 1.34 — Telecommunications Room window_contact (simulated),Room1.34_sat_window_contact,contact_data,contact
25b8030c-17f5-546a-a7cc-8d1f15b75a33,Room 1.37 — Academic Office door_contact (simulated),Room1.37_sat_door_contact,contact_data,contact
c7079245-2523-57d4-bf78-944e50d0a6d6,Room 1.37 — Academic Office window_contact (simulated),Room1.37_sat_window_contact,contact_data,contact
38af8152-c09f-5ad0-a7db-74eab39b3144,Room 1.38 — Academic Office door_contact (simulated),Room1.38_sat_door_contact,contact_data,contact
d688026b-daaa-5550-aff9-3a384ccf4127,Room 1.38 — Academic Office window_contact (simulated),Room1.38_sat_window_contact,contact_data,contact
bab1da3d-1109-55c4-853d-ae420bf46f64,Room 1.39 — Academic Office door_contact (simulated),Room1.39_sat_door_contact,contact_data,contact
1d46f619-6793-54db-967f-0f0d48d39a7f,Room 1.39 — Academic Office window_contact (simulated),Room1.39_sat_window_contact,contact_data,contact
fd63d9b7-49e7-5c92-bb41-552f7a6ab390,Room 1.40 — Academic Office door_contact (simulated),Room1.40_sat_door_contact,contact_data,contact
e2f7142b-a3c3-5c75-b343-e1be9501a569,Room 1.40 — Academic Office window_contact (simulated),Room1.40_sat_window_contact,contact_data,contact
1d149bd1-5b99-5fdf-8ad3-c0c87644db7f,Room 1.41 — Academic Office door_contact (simulated),Room1.41_sat_door_contact,contact_data,contact
08925180-46bc-5894-aa01-e45f5fd09b86,Room 1.41 — Academic Office window_contact (simulated),Room1.41_sat_window_contact,contact_data,contact
4944cd5e-2d91-5574-8bc1-0141dadc1dc3,Room 2.01 — Research Laboratory door_contact (simulated),Room2.01_sat_door_contact,contact_data,contact
3076dd76-9220-5502-8464-9ed2bc096ef0,Room 2.01 — Research Laboratory window_contact (simulated),Room2.01_sat_window_contact,contact_data,contact
cce46f85-c0f6-5610-ab07-b317f89d480e,Room 2.02 — Research Laboratory door_contact (simulated),Room2.02_sat_door_contact,contact_data,contact
514ea0dd-d764-5712-b193-2f52be2f3154,Room 2.02 — Research Laboratory window_contact (simulated),Room2.02_sat_window_contact,contact_data,contact
c4065344-da01-5612-8a1b-5d5e4b581b1a,Room 2.03 — Research Laboratory door_contact (simulated),Room2.03_sat_door_contact,contact_data,contact
a738f21a-bf95-560b-9004-50b0be03e1fe,Room 2.03 — Research Laboratory window_contact (simulated),Room2.03_sat_window_contact,contact_data,contact
e11c6336-853d-535a-bb30-6976ecc5790a,Room 2.04 — Research Laboratory door_contact (simulated),Room2.04_sat_door_contact,contact_data,contact
450d0b33-608d-5748-ba4a-25950319ce05,Room 2.04 — Research Laboratory window_contact (simulated),Room2.04_sat_window_contact,contact_data,contact
9b547c74-cc05-512a-ac7e-ac755801a569,Room 2.05 — Research Laboratory door_contact (simulated),Room2.05_sat_door_contact,contact_data,contact
c9748038-7e80-5fbb-b11e-3ed4c4f35563,Room 2.05 — Research Laboratory window_contact (simulated),Room2.05_sat_window_contact,contact_data,contact
7fa4fa04-b11a-5e1a-9da3-85e9592c4b46,Room 2.06 — Research Laboratory door_contact (simulated),Room2.06_sat_door_contact,contact_data,contact
94375efe-0391-57c1-abf2-b6654cbe74e2,Room 2.06 — Research Laboratory window_contact (simulated),Room2.06_sat_window_contact,contact_data,contact
32a1b30d-a1e8-5177-96b8-c33ba5bd696d,Room 2.07 — Computer Laboratory door_contact (simulated),Room2.07_sat_door_contact,contact_data,contact
64ad228f-d6ae-58a3-8b52-04497345f9df,Room 2.07 — Computer Laboratory window_contact (simulated),Room2.07_sat_window_contact,contact_data,contact
e00759f1-c39e-53bb-acf0-13d5cefff79f,Room 2.08 — Computer Laboratory door_contact (simulated),Room2.08_sat_door_contact,contact_data,contact
e8fc59ca-89e3-5368-b0f8-81f848a4aa33,Room 2.08 — Computer Laboratory window_contact (simulated),Room2.08_sat_window_contact,contact_data,contact
8994c953-3ed4-5200-93a6-f72dd95d0a25,Room 2.09 — Academic Office door_contact (simulated),Room2.09_sat_door_contact,contact_data,contact
09694294-edee-54e1-9bfc-eb7aebe745fc,Room 2.09 — Academic Office window_contact (simulated),Room2.09_sat_window_contact,contact_data,contact
9bb3d802-8507-59d8-9f90-1885c3f4a5a2,Room 2.10 — Academic Office door_contact (simulated),Room2.10_sat_door_contact,contact_data,contact
b49d8377-89e9-5619-ab58-5dac3f1a0671,Room 2.10 — Academic Office window_contact (simulated),Room2.10_sat_window_contact,contact_data,contact
42b7d8c8-98a3-5e1b-a9a1-f86893eab01b,Room 2.11 — Academic Office door_contact (simulated),Room2.11_sat_door_contact,contact_data,contact
17558c2c-47f6-5cc1-959d-0347a2e63695,Room 2.11 — Academic Office window_contact (simulated),Room2.11_sat_window_contact,contact_data,contact
f3c2772b-9758-5043-a4f3-6456b79b2a7b,Room 2.12 — Academic Office door_contact (simulated),Room2.12_sat_door_contact,contact_data,contact
709bf29b-547a-5a84-bac4-48397a243d5e,Room 2.12 — Academic Office window_contact (simulated),Room2.12_sat_window_contact,contact_data,contact
df87f89f-dd06-5345-8d35-081ce2601b5d,Room 2.13 — Meeting Room door_contact (simulated),Room2.13_sat_door_contact,contact_data,contact
c1b19111-2c77-52c4-9734-90ce8bb8bee7,Room 2.13 — Meeting Room window_contact (simulated),Room2.13_sat_window_contact,contact_data,contact
fba5fdbc-59c3-5941-a5c5-11b6cbd9f262,Room 2.14 — Meeting Room door_contact (simulated),Room2.14_sat_door_contact,contact_data,contact
01682c44-26c0-561b-95a6-3c936de9d171,Room 2.14 — Meeting Room window_contact (simulated),Room2.14_sat_window_contact,contact_data,contact
379ecf3a-9034-5cf1-be70-9b846fd8d8a0,Room 2.15 — Seminar Room door_contact (simulated),Room2.15_sat_door_contact,contact_data,contact
e9ee66ee-9e50-5aca-ad49-6349dbb6877b,Room 2.15 — Seminar Room window_contact (simulated),Room2.15_sat_window_contact,contact_data,contact
85349ba6-fe0a-5fde-9371-a5f84b7a2e50,Room 2.17 — Research Laboratory door_contact (simulated),Room2.17_sat_door_contact,contact_data,contact
7a9daeab-9969-501f-83de-acf56bbaa115,Room 2.17 — Research Laboratory window_contact (simulated),Room2.17_sat_window_contact,contact_data,contact
fb8d161c-1468-5b94-a19f-df61682e608b,Room 2.18 — Research Laboratory door_contact (simulated),Room2.18_sat_door_contact,contact_data,contact
0914fe4c-5e09-50e2-bbaa-faedc236198c,Room 2.18 — Research Laboratory window_contact (simulated),Room2.18_sat_window_contact,contact_data,contact
38f0bb2f-574b-5e3b-9b11-c87fd6cb2c36,Room 2.19 — Research Laboratory door_contact (simulated),Room2.19_sat_door_contact,contact_data,contact
64a0b4a5-9202-5650-b391-4bcc8a84bd94,Room 2.19 — Research Laboratory window_contact (simulated),Room2.19_sat_window_contact,contact_data,contact
bcca71e2-9295-531b-8e5e-48868aabcd06,Room 2.20 — Research Laboratory door_contact (simulated),Room2.20_sat_door_contact,contact_data,contact
7a74e950-6b08-5c90-a450-1d971fbd4c3b,Room 2.20 — Research Laboratory window_contact (simulated),Room2.20_sat_window_contact,contact_data,contact
2269f297-41be-5786-b563-64ac28c26234,Room 2.21 — Research Laboratory door_contact (simulated),Room2.21_sat_door_contact,contact_data,contact
946af684-5ea7-5bd0-b97e-ccd53a7a29aa,Room 2.21 — Research Laboratory window_contact (simulated),Room2.21_sat_window_contact,contact_data,contact
292f695e-83bc-53d2-b402-b309ed6dd72f,Room 2.22 — Research Laboratory door_contact (simulated),Room2.22_sat_door_contact,contact_data,contact
67b3feb9-4718-58e1-8d1f-140fb3a6af3c,Room 2.22 — Research Laboratory window_contact (simulated),Room2.22_sat_window_contact,contact_data,contact
f1266908-7b6b-5208-b391-07ce4426feb3,Room 2.24 — Academic Office door_contact (simulated),Room2.24_sat_door_contact,contact_data,contact
7f748a2d-b906-5ad8-9359-2bbf59ec185d,Room 2.24 — Academic Office window_contact (simulated),Room2.24_sat_window_contact,contact_data,contact
6e6ee390-72f4-5fd4-8e0f-eb8222765111,Room 2.26 — Academic Office door_contact (simulated),Room2.26_sat_door_contact,contact_data,contact
c8a2f3c9-0df3-587f-a84f-9f80e6acff2c,Room 2.26 — Academic Office window_contact (simulated),Room2.26_sat_window_contact,contact_data,contact
11a5e959-e4d3-5947-869d-bb22339bdb3c,Room 2.34 — Telecommunications Room door_contact (simulated),Room2.34_sat_door_contact,contact_data,contact
bdb452eb-5e17-5829-890d-1c29b3d1b18e,Room 2.34 — Telecommunications Room window_contact (simulated),Room2.34_sat_window_contact,contact_data,contact
d54fcaae-a80e-5b3a-bf34-537a32201a95,Room 2.35 — Restroom (Male) door_contact (simulated),Room2.35_sat_door_contact,contact_data,contact
affa4ebd-fa5d-59d9-aa70-3c4cff06d2fb,Room 2.35 — Restroom (Male) window_contact (simulated),Room2.35_sat_window_contact,contact_data,contact
82ff582b-4f98-5247-b4e6-82512ccf29f0,Room 2.36 — Restroom (Female) door_contact (simulated),Room2.36_sat_door_contact,contact_data,contact
6b079a5c-2b04-552d-8f69-10674797cc25,Room 2.36 — Restroom (Female) window_contact (simulated),Room2.36_sat_window_contact,contact_data,contact
91e9c5a1-e545-506c-b051-38b4f14ad12f,Room 2.44 — Server Room door_contact (simulated),Room2.44_sat_door_contact,contact_data,contact
b396a5eb-bc3a-5ad5-aa73-48340c7f0b0e,Room 2.44 — Server Room window_contact (simulated),Room2.44_sat_window_contact,contact_data,contact
cf8f1ff5-7e4e-5085-b840-f0805e73b792,Room 2.47 — Academic Office door_contact (simulated),Room2.47_sat_door_contact,contact_data,contact
8f248439-c82a-58d6-92b1-b9439f605423,Room 2.47 — Academic Office window_contact (simulated),Room2.47_sat_window_contact,contact_data,contact
22eeea35-43c0-5351-baae-93e5fa51d73d,Room 2.48 — Academic Office door_contact (simulated),Room2.48_sat_door_contact,contact_data,contact
7599b2bb-06a1-5162-898f-8c48e695723f,Room 2.48 — Academic Office window_contact (simulated),Room2.48_sat_window_contact,contact_data,contact
094b246d-1d97-5fff-965b-fc8634c29e3b,Room 2.49 — Academic Office door_contact (simulated),Room2.49_sat_door_contact,contact_data,contact
86877e49-7f10-5852-801d-7411154335a2,Room 2.49 — Academic Office window_contact (simulated),Room2.49_sat_window_contact,contact_data,contact
9f154ba6-24f7-5a0c-b1d7-fcc853ad42e4,Room 2.50 — Academic Office door_contact (simulated),Room2.50_sat_door_contact,contact_data,contact
d08a476c-50d9-5d21-a1ee-c774b572079e,Room 2.50 — Academic Office window_contact (simulated),Room2.50_sat_window_contact,contact_data,contact
75b7d1ea-d63b-5f33-a2e1-1004bf7c6734,Room 2.52 — Research Laboratory door_contact (simulated),Room2.52_sat_door_contact,contact_data,contact
