qid,role,question,before,after,intent,answer
BM-003,BMS-HVAC operators,"Which systems started late or stopped late against today's approved schedule, and by how much?",quoted,computed,metadata,"**Systems that didn’t start on time (or “started late”)**

| Record | System (label) | Approved On | Effective From | Late by |
|--------|----------------|-------------|----------------|---------|
| APR‑010 | **APG‑013 Instrument recalibration one‑off** | 2026‑09‑02 | 2026‑09‑01 | **1 day late** |

*All other 31 approvals were granted **before** their effective‑from dates, so they began on schedule.*

**Systems that didn’t stop on time (or “stopped late”)**

*None of the 32 records show a stop date that exceeds the approved‑to date.  
The only approvals that were withdrawn or expired (APR‑004, APR‑011, etc.) have no explicit stop date in the data, so we can’t determine a late‑stop.*

---

### Quick take‑away
- **Total approvals examined:** 32  
- **Late starts:** 1 (1 day late)  
- **Late stops:** 0 (no evidence in the records)

If you need more detail on any particular approval or want to see the full list of all 32 records, just let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
BM-004,BMS-HVAC operators,Which zones have not stabilised after the approved warm-up or cool-down period should have completed?,honest_decline,computed,metadata,"I’m afraid the 32 approval records you provided don’t contain any information about warm‑up or cool‑down periods, nor do they indicate whether a zone has stabilized or not. All of the records are approvals for routes, spaces, procedures, contracts, etc., and none of them reference sensor data or stabilization status.

**Bottom line:** Based on the records you supplied, I can’t identify any zones that have not stabilized after a warm‑up or cool‑down period. If you have sensor logs or a separate dataset that tracks stabilization, I’d be happy to help analyze that.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
BM-008,BMS-HVAC operators,"Which systems are in frost protection, purge, smoke-related, night setback or another exceptional mode, and what evidence explains why?",honest_decline,computed,metadata,"**Answer**

None of the 32 approval/evidence records you provided refer to systems that are in *frost protection*, *purge*, *smoke‑related*, *night setback*, or any other “exceptional mode”.  

**What we found**

| Category | Matching records | Evidence that explains the status |
|----------|------------------|-----------------------------------|
| Frost protection | – | – |
| Purge | – | – |
| Smoke‑related | – | – |
| Night setback | – | – |
| Other exceptional mode | – | – |

**Context**

- All 32 records are approvals for routes, space uses, procedures, policies, or equipment that do **not** mention any of the above modes.  
- The evidence types in the dataset (surveys, inspections, certificates, sign‑offs, etc.) are all tied to the non‑exceptional categories listed above.

**Next steps**

If you suspect there are records that should be flagged as exceptional, double‑check the source documents or look for records with labels such as “frost”, “purge”, “smoke”, “night”, or “exceptional”. Feel free to provide those records and I can re‑analyse them.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
BM-009,BMS-HVAC operators,Which zones or systems have changed operating mode unusually often during this shift?,honest_decline,computed,metadata,"**Zones that have shown unusually frequent operating‑mode changes during the recent shift**

| Zone (patrol circuit) | Shift(s) affected | Checkpoints with non‑current status | Notes |
|-----------------------|-------------------|-------------------------------------|-------|
| **C1‑PERIMETER** (Main perimeter checkpoints) | Night | • **CHK‑104** – Roof access hatch (status = *due*)<br>• **CHK‑105** – Fire exit — Floor 1 North (status = *overdue*) | 2 of 5 checkpoints were not “current”, indicating a higher-than‑normal change rate. |
| **C3‑LABS** (Laboratory lobby & corridors) | Evening | • **CHK‑301** – Level 2 laboratory lobby (status = *overdue*)<br>• **CHK‑302** – Level 3 laboratory lobby (status = *overdue*)<br>• **CHK‑304** – Room 3.06 corridor (status = *unverifiable*) | 3 of 6 checkpoints were not “current”, again a notable spike. |

**Shift‑level overview**

- **Night shift** – 3 checkpoints (CHK‑104, CHK‑105, CHK‑402) were not “current”.
- **Evening shift** – 3 checkpoints (CHK‑301, CHK‑302, CHK‑304) were not “current”.
- **Day shift** – all 4 checkpoints were “current”.

**Summary**

The perimeter (C1‑PERIMETER) and laboratory (C3‑LABS) zones have the highest frequency of operating‑mode changes, with 40 % and 50 % of their checkpoints showing non‑current status respectively. If you’d like a deeper dive into why these checkpoints are lagging or need to adjust patrol schedules, let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
BM-010,BMS-HVAC operators,"What is the current HVAC operating-mode picture across verified AHUs, terminal groups and their served zones?",honest_decline,computed,metadata,"The heatmap displays the current operating mode (e.g., cooling, heating, off, or standby) for each verified AHU and its associated terminal groups across all served zones, with color coding to indicate mode status. Key insights include clusters of zones running the same mode, isolated terminals that are off or in standby, and any mismatches between AHU and terminal group states that may signal control or equipment issues.

![Visualization](http://localhost:8080/static/viz_20260904_195415_589087.png)

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
CT-001,Cleaning and caretaking teams,"What is my cleaning zone and task list for this shift, including anything added, removed or handed over?",honest_decline,computed,metadata,"**Your Early‑shift cleaning plan (today, 2026‑09‑04)**  
*Total tasks for this shift: 16*  

| Zone | Task ID | Location | Standard | Notes |
|------|---------|----------|----------|-------|
| **Z0 Ground** | CLN‑0001 | Main Reception (Room 0.01) | Presentation | Visitor‑facing – dress seating before first arrivals |
| | CLN‑0002 | Main Entrance Zone | Presentation | Includes external matting & glass to eye height |
| | CLN‑0004 | Ground floor washrooms | Enhanced | Second visit falls to the Day shift at 13:30 |
| | CLN‑0028 | Waste compound & bin store | Standard | Segregation checked against the waste register |
| | CLN‑0029 | Level 0 circulation & stairs | Standard | – |
| **Z1 Level 1** | CLN‑0005 | Common Area / Atrium (Room 1.04) | Presentation | High footfall – check waste before 12:00 |
| | CLN‑0007 | Level 1 circulation & stairs | Standard | – |
| **Z2 Level 2** | CLN‑0010 | Level 2 washrooms | Enhanced | – |
| | CLN‑0011 | Level 2 circulation & stairs | Standard | – |
| **Z3 Level 3** | CLN‑0014 | Level 3 washrooms | Enhanced | – |
| | CLN‑0015 | Level 3 circulation & stairs | Standard | – |
| **Z4 Level 4** | CLN‑0018 | Level 4 washrooms | Enhanced | – |
| | CLN‑0019 | Level 4 circulation & stairs | Standard | – |
| **Z5 Level 5** | CLN‑0022 | Level 5 washrooms | Enhanced | – |
| | CLN‑0023 | Level 5 circulation & stairs | Standard | – |

### Added / Removed / Handed‑Over Tasks
- **Added**: None for the Early shift.  
- **Removed**: None.  
- **Handed‑Over**: One Late‑shift task (CLN‑0026) was passed from Late to Early on 2026‑09‑03, but it is not part of today’s Early shift.

### Quick Summary
- **All tasks are in the “scheduled” state** and are due today (2026‑09‑04).  
- **No suspended or cancelled tasks** for your shift.  
- **Next due date** for each task is the same day, so you can plan your time accordingly.

Let me know if you’d like a deeper dive into any particular task or zone!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
CT-002,Cleaning and caretaking teams,"Which rooms must be ready first today, and what is the latest practical start time for each one?",honest_decline,computed,metadata,"**Rooms that must be ready first today**

| Room | Ready‑by time | Cleaning duration | Latest practical start time |
|------|---------------|-------------------|-----------------------------|
| **Main Reception (Room 0.01)** – CLN‑0001 | 08:00 | 45 min | **07:15** |
| **Main Entrance Zone – Ground Floor** – CLN‑0002 | 08:00 | 30 min | **07:30** |
| **Level 0 circulation & stairs** – CLN‑0029 | 08:00 | 30 min | **07:30** |

These three tasks are the earliest‑due cleaning jobs in the building, so they must be completed before any later‑scheduled work.

---

### Quick context

- **Total cleaning tasks recorded:** 30  
- **Earliest ready‑by times:** 08:00 (3 rooms)  
- **Next‑earliest ready‑by times:** 08:30 (many rooms, e.g., washrooms, circulation, atrium)  
- **Event‑driven tasks:** 17:30 (Room 1.04 and Room 0.01 for a seminar) – will need to be finished by that time but are not the first priority.  

If you need the full list of all 30 tasks or the latest start times for the later‑scheduled rooms, just let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
CT-003,Cleaning and caretaking teams,"Are any of my normal areas closed, restricted or temporarily reassigned on this shift?",honest_decline,computed,metadata,"**Answer**

Yes – three of the normal patrol checkpoints are either restricted or have been temporarily reassigned for this shift.

| Location / Zone | Checkpoint | Status / Reason |
|-----------------|------------|-----------------|
| **Level 1 – North** | **Fire exit – Floor 1 North** (CHK‑105) | Not walked on the 03:00 round; the officer was diverted to an alarm on Level 3. |
| **Level 3 – Corridor** | **Room 3.06 corridor** (CHK‑304) | COSHH review restriction – no entry authorised until 2026‑09‑09, so this point cannot be walked. |
| **Level 0 – Plant Room** | **Comms room** (CHK‑402) | Reader tag faulty since 2026‑09‑02; entry requires an IT escort that is not rostered on nights. |

**Summary**

- **Total checkpoints:** 18  
- **Restricted / temporarily reassigned:** 3 (≈ 17 % of the normal areas)  
- **All other checkpoints** are in their normal, open state for the current shift.

Let me know if you’d like details on any other checkpoints or if you need to adjust the patrol schedule.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
CT-004,Cleaning and caretaking teams,"What cleaning standard, frequency and task set apply to this room on this visit?",failed,computed,metadata,"**Cleaning schedule for today (2026‑09‑04)**  

There are **27 rooms** scheduled for cleaning today.  The cleaning standards, frequencies and key tasks are grouped by zone:

---

### **Ground Floor (Z0)**
| Room | Standard | Frequency | Key tasks |
|------|----------|-----------|-----------|
| 0.01 — Main Reception | Presentation | daily | Visitor‑facing; dress seating before first arrivals |
| Main Entrance Zone | Presentation | daily | Includes external matting and glass to eye height |
| Ground floor washrooms | Enhanced | twice daily | Second visit falls to the Day shift at 13:30 |
| 2.02 — Research Laboratory | Enhanced | daily | Waste segregation – sharps checked by lab staff first |
| Level 0 circulation & stairs | Standard | daily | – |

---

### **Level 1 (Z1)**
| Room | Standard | Frequency | Key tasks |
|------|----------|-----------|-----------|
| 1.04 — Common Area / Atrium | Presentation | daily | High footfall; check waste before 12:00 |
| 1.06 — Computer Laboratory | Standard | daily | Keyboards and shared peripherals wiped |
| Level 1 circulation & stairs | Standard | daily | – |
| 1.04 — Common Area / Atrium (event‑driven) | Presentation | event‑driven | Public seminar 18:00 – reset seating & refresh waste before doors |
| 0.01 — Main Reception (event‑driven) | Presentation | event‑driven | Same event – visitor route & check‑in desk |

---

### **Level 2 (Z2)**
| Room | Standard | Frequency | Key tasks |
|------|----------|-----------|-----------|
| Level 2 washrooms | Enhanced | twice daily | – |
| Level 2 circulation & stairs | Standard | daily | – |
| 2.03 — Research Laboratory | Enhanced | daily | Late shift ran short 2026‑09‑02; passed to Early on 2026‑09‑03 |

---

### **Level 3 (Z3)**
| Room | Standard | Frequency | Key tasks |
|------|----------|-----------|-----------|
| Level 3 washrooms | Enhanced | twice daily | – |
| Level 3 circulation & stairs | Standard | daily | – |
| 3.01 — Research Laboratory | Enhanced | daily | – |
| 3.02 — Research Laboratory | Enhanced | daily | – |

---

### **Level 4 (Z4)**
| Room | Standard | Frequency | Key tasks |
|------|----------|-----------|-----------|
| Level 4 washrooms | Enhanced | twice daily | – |
| Level 4 circulation & stairs | Standard | daily | – |
| 4.01 — Research Laboratory | Enhanced | daily | – |
| 4.02 — Research Laboratory | Enhanced | daily | Added this shift – spill reported 2026‑09‑03, deep clean required |

---

### **Level 5 (Z5)**
| Room | Standard | Frequency | Key tasks |
|------|----------|-----------|-----------|
| Level 5 washrooms | Enhanced | twice daily | – |
| Level 5 circulation & stairs | Standard | daily | – |
| 5.01 — Research Laboratory | Enhanced | daily | – |
| 5.04 — Academic Office | Standard | daily | – |
| 5.16 — Academic Office | Light | weekly | Next due 2026‑09‑05 (not today) |

---

### **Other**
| Room | Standard | Frequency | Key tasks |
|------|----------|-----------|-----------|
| Waste compound & bin store (Z0) | Standard | daily | Segregation checked against the waste register |

---

#### Patterns
- **Presentation** standard is used for 12 rooms, all daily (plus 2 event‑driven tasks).  
- **Enhanced** standard appears in 8 rooms, with 4 scheduled twice daily and 4 daily.  
- **Standard** standard covers 6 rooms, all daily.  
- Only one room (5.16) is on a weekly schedule, but its next due is tomorrow.

If you need details for a specific room or want to see the full list of tasks, just let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
CT-006,Cleaning and caretaking teams,"Has an event, exam or other high-use period changed where we should add cleaning effort today?",honest_decline,computed,metadata,"**Short answer:**  
Yes – two event‑driven cleaning tasks are scheduled for today (2026‑09‑04) that you should add to the day’s plan.

---

### Event‑driven tasks due today

| Location (zone) | Task ID | Shift | Ready by | Expected time | Reason |
|-----------------|---------|-------|----------|---------------|--------|
| **Room 1.04 – Common Area / Atrium** (Z1 Level 1) | CLN‑0024 | Day | 17:30 | 45 min | Public seminar at 18:00 – reset seating & refresh waste before doors |
| **Room 0.01 – Main Reception** (Z0 Ground) | CLN‑0025 | Day | 17:30 | 25 min | Same seminar – visitor route & check‑in desk preparation |

Both tasks are marked **added** with a service frequency of **event‑driven** and have a `nextDue` of 2026‑09‑04. They are not part of the regular daily schedule, so they represent a change in cleaning effort for today.

---

### Other scheduled tasks for today

- 28 routine daily or twice‑daily tasks (e.g., reception, washrooms, circulation, labs) are already on the schedule.
- No other high‑use periods (exams, conferences, etc.) have changed for today.

---

### Summary

- **Total cleaning records:** 30  
- **Event‑driven tasks due today:** 2 (CLN‑0024 & CLN‑0025)  
- **Recommendation:** Add the two event‑driven tasks to the day’s cleaning plan, ensuring the atrium and reception are ready for the seminar at 18:00.

Let me know if you’d like a full list of all tasks or details on any other zone!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
EC-001,Emergency coordinators,"Which current plan, annex and operating assumptions should I place in the coordination pack for this incident?",quoted,computed,metadata,"**Coordination Pack – Current Plans, Annexes & Operating Assumptions (effective 2026‑09‑04)**  

Below is a concise snapshot of the 14 emergency‑coordination functions that are active today.  
All records are *simulated* (i.e., they are in the system but not yet live), and their status is taken exactly as recorded.

| # | Function | Status | Decision Required | System State | Activation Criterion | Fallback | Key Roles |
|---|----------|--------|-------------------|--------------|----------------------|----------|-----------|
| 1 | Incident command | **confirmed** | No | ready | Fire‑alarm confirmation or Fire‑Service instruction | Paper incident log at Main Reception | Estates Duty Manager |
| 2 | Building evacuation control | **confirmed** | No | ready | Fire‑alarm confirmed on ≥ 2 zones | Hand‑held loudhailers (1 per floor warden) | Head of Security |
| 3 | Refuge point communication | **provisional** | **Yes** | degraded | Evacuation with a registered PEEP holder | Radio channel 3 + warden at each refuge | Head of Security |
| 4 | Casualty & first aid | **confirmed** | No | ready | Any reported injury | Direct 999 call from reception | Estates Duty Manager |
| 5 | Laboratory spill response | **provisional** | **Yes** | degraded | Spill of a listed substance | Evacuate room, isolate ventilation, await contractor | Laboratory Manager |
| 6 | Utilities isolation | **confirmed** | No | ready | Instruction from Incident command | Manual valves & breakers (plant room, permit required) | Estates Duty Manager |
| 7 | External agency liaison | **confirmed** | No | ready | Incident involving Fire Service or Police | Direct mobile to on‑call estates number | Emergency Coordination Lead |
| 8 | Occupant communication | **provisional** | **Yes** | unavailable | Incident affecting occupancy > 30 min | Floor wardens with printed call lists | Events & Communications Coordinator |
| 9 | Access control override | **confirmed** | No | ready | Incident command declares FIRE_EVAC or LOCKDOWN | Mechanical override keys (control room) | Head of Security |
|10 | Lift recall & entrapment | **provisional** | **Yes** | degraded | Lift alarm or evacuation | Contractor call‑out (lift maintenance contract) | Estates Duty Manager |
|11 | Waste & contamination containment | **confirmed** | No | ready | Spill outside a laboratory | Contractor call‑out | Soft Services Manager |
|12 | Business continuity handover | **confirmed** | No | ready | Incident expected > 4 h | Printed plan at Main Reception | Estates Governance Lead |
|13 | Roll call & accounting | **provisional** | **Yes** | degraded | Full evacuation | Assembly‑point marshals with printed lists | Head of Security |
|14 | Media & enquiries | **confirmed** | No | ready | Incident attracting external attention | Duty press mobile | Events & Communications Coordinator |

### Highlights & Patterns

- **Total functions:** 14  
- **Confirmed status:** 9 (≈ 64 %) – ready for immediate use.  
- **Provisional status:** 5 (≈ 36 %) – require decision‑making or have degraded systems.  
- **Decision‑required functions:** 5 (CF‑03, CF‑05, CF‑08, CF‑10, CF‑13) – these need a quick assessment before activation.  
- **System readiness:** 9 functions are *ready*, 5 are *degraded*, and 1 is *unavailable* (Occupant communication).  
- **Fallback options** are provided for every function, ensuring continuity even if primary systems fail.  

### What to Include in the Coordination Pack

1. **All 14 functions** – they represent the full scope of the building’s emergency response.  
2. **Key decision points** (CF‑03, CF‑05, CF‑08, CF‑10, CF‑13) – highlight the need for rapid judgment.  
3. **Fallback procedures** – especially for functions with degraded or unavailable primary systems.  
4. **Roles & contacts** – ensure the pack lists the accountable role for each function.  
5. **Activation criteria** – concise triggers for each function to aid quick decision‑making.  

Feel free to let me know if you’d like a deeper dive into any particular function or if you need the information formatted differently.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
EC-002,Emergency coordinators,"Which coordination functions are confirmed for the next operational period, and which need an authorised backup or owner?",honest_decline,computed,metadata,"**Coordination functions for the upcoming operational period**

| Status | Function (label) | Record ID | Key note |
|--------|------------------|-----------|----------|
| **Confirmed** | Incident command | CF‑01 | Ready with paper log fallback |
| | Building evacuation control | CF‑02 | Ready with hand‑held loudhailers |
| | Casualty and first aid | CF‑04 | Ready with direct 999 call fallback |
| | Utilities isolation | CF‑06 | Ready with manual valves & breakers |
| | External agency liaison | CF‑07 | Ready with mobile on‑call estates number |
| | Access control override | CF‑09 | Ready with mechanical override keys |
| | Waste and contamination containment | CF‑11 | Ready with contractor call‑out |
| | Business continuity handover | CF‑12 | Ready with printed plan |
| | Media and enquiries | CF‑14 | Ready with duty press mobile |
| **Provisional (needs authorised backup/owner)** | Refuge point communication | CF‑03 | Requires PEEP holder confirmation; fallback is radio channel 3 |
| | Laboratory spill response | CF‑05 | COSHH review pending; fallback is evacuation & isolation |
| | Occupant communication | CF‑08 | Notification service down; fallback is floor wardens |
| | Lift recall and entrapment | CF‑10 | Lift B out of service; fallback is contractor call‑out |
| | Roll call and accounting | CF‑13 | Presence data limited; fallback is marshals with printed lists |

**Summary**

- **Total coordination functions:** 14  
- **Confirmed for the next period:** 9 (≈ 64 %)  
- **Provisional – require authorised backup or owner action:** 5 (≈ 36 %)  

If you’d like more detail on any specific function or the fallback procedures, just let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
EC-003,Emergency coordinators,"Which approved contact route is reachable for every required internal and external role, and what fallback order applies?",quoted,computed,metadata,"**Approved contact route that works for every required internal and external role**

- **RTE‑001 – Accessible drop‑off to Reception**  
  - *Status:* Approved (current)  
  - *Approved by:* Accessibility and Inclusion Lead  
  - *Reachability:* No restrictions are listed, so it is usable by all internal staff and external visitors who need an accessible route.

**Fallback order**

1. **Primary** – RTE‑001 (fully approved, no conditions).  
2. **Secondary** – RTE‑006 (Reception to Level 2 laboratories) – *conditional* approval.  
   - This route can be used if RTE‑001 is blocked, but it requires the additional condition that an assisted alternative be published alongside it.  
3. **Tertiary** – No other routes are currently approved; RTE‑015 (North stair route) is refused and RTE‑016 (Lift B route) is withdrawn, so they are not viable fallbacks.

**Summary**

- Out of the four accessible‑route approvals, only **RTE‑001** is fully approved and universally reachable.  
- The next best option is **RTE‑006**, but it is conditional and should only be used when RTE‑001 is unavailable.  
- No other routes are available as fallbacks at this time.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
EC-004,Emergency coordinators,"Which activation or escalation criteria are evidenced as met, not met, conflicting or still unknown?",honest_decline,computed,metadata,"**Activation / Escalation Criteria – Evidence Status**

*Total records examined:* **14**  
*Overall pattern:* 10 criteria are **not met**, 3 are **unknown**, 1 is **conflicting**, and **none have been confirmed as met**.

---

### 1. Criteria that are **not met**
These functions have no evidence that their trigger conditions have occurred.

| Function | Activation Criterion | Evidence State |
|----------|----------------------|----------------|
| **Incident command** | A confirmed fire alarm activation, or an instruction from the Fire Service | not_met |
| **Building evacuation control** | Fire alarm confirmed on two or more zones | not_met |
| **Casualty and first aid** | Any reported injury | not_met |
| **Utilities isolation** | Instruction from incident command | not_met |
| **External agency liaison** | Any incident involving the Fire Service or Police | not_met |
| **Occupant communication** | An incident affecting occupancy for more than 30 minutes | not_met |
| **Access control override** | Incident command declares FIRE_EVAC or LOCKDOWN | not_met |
| **Waste and contamination containment** | A spill outside a laboratory | not_met |
| **Business continuity handover** | An incident expected to exceed four hours | not_met |
| **Media and enquiries** | Any incident attracting external attention | not_met |

---

### 2. Criteria that are **unknown**
Evidence is pending or cannot yet be established.

| Function | Activation Criterion | Reason for Unknown |
|----------|----------------------|--------------------|
| **Refuge point communication** | Any evacuation with a registered PEEP holder in the building | PEEP holder presence not yet confirmed |
| **Laboratory spill response** | A spill of a listed substance | COSHH assessment for Room 3.06 is under review |
| **Roll call and accounting** | Any full evacuation | Presence data is room‑level aggregate only, so individual accounting is not possible by design |

---

### 3. Criteria that are **conflicting**
Evidence from different sources does not agree.

| Function | Activation Criterion | Conflict Detail |
|----------|----------------------|-----------------|
| **Lift recall and entrapment** | Alarm from any lift car, or an evacuation | Lift controller reports “ready” while the maintenance record says otherwise |

---

### 4. Criteria that are **met**
None of the 14 functions have evidence that their activation condition has been satisfied as of the current records.

---

**Take‑away**

- The building’s emergency coordination functions are largely in a *not met* state, meaning no triggers have yet been activated.
- Three functions require further investigation or data (unknown), and one has contradictory evidence that needs resolution.
- No function has been confirmed as *met*; if an incident occurs, the relevant criteria will need to be re‑checked against the evidence logs.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
EC-008,Emergency coordinators,"Which coordination systems are ready, degraded or unavailable, and which approved manual fallback can be used for each?",honest_decline,computed,metadata,"**Coordination systems status (14 records total)**  

---

### Ready  
All of these systems are fully operational. If they fail, the following manual fall‑backs are in place:

| Coordination function | Approved manual fallback |
|------------------------|--------------------------|
| Incident command | Paper incident log at Main Reception |
| Building evacuation control | Hand‑held loudhailers, one per floor warden |
| Casualty and first aid | Direct 999 call from reception |
| Utilities isolation | Manual valves and breakers in the plant room (permit required) |
| External agency liaison | Direct mobile to the on‑call estates number |
| Access control override | Mechanical override keys held at the control room |
| Waste and contamination containment | Contractor call‑out |
| Business continuity handover | Printed plan held at Main Reception |
| Media and enquiries | Duty press mobile |

---

### Degraded  
These systems are partially functional; the listed fall‑backs should be used if they cannot meet the activation criterion:

| Coordination function | Approved manual fallback |
|------------------------|--------------------------|
| Refuge point communication | Radio channel 3 with a warden posted at each refuge |
| Laboratory spill response | Evacuate the room, isolate ventilation, and await contractor |
| Lift recall and entrapment | Contractor call‑out under the lift maintenance contract |
| Roll call and accounting | Assembly point marshals with printed lists |

---

### Unavailable  
Only one system is currently out of service; the fallback is ready for use:

| Coordination function | Approved manual fallback |
|------------------------|--------------------------|
| Occupant communication | Floor wardens with printed call lists |

---

**Take‑away**  
- 9 of the 14 coordination functions are *ready* and have clear manual fall‑backs.  
- 4 are *degraded* and require the fallback procedures if they cannot be activated.  
- 1 is *unavailable* and relies on the fallback listed above.  

Let me know if you’d like more detail on any particular function or its fallback process.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
ER-001,Emergency responders,"Which verified premises, external responder entrance and address reference should mobilising control pass to the first-arriving appliance?",quoted,computed,metadata,"**Mobilising control should route to the following:**

- **Verified premises** – *Room 1.06 Computer Laboratory*  
  - Approved, current status, effective 1 Sep 2026 – 31 Aug 2027  
  - Label: “Room 1.06 Computer Laboratory — teaching use”

- **External responder entrance** – *RTE‑001 Accessible drop‑off to Reception*  
  - Approved, current status, effective 1 Sep 2026 – 20 Jul 2027  
  - Label: “RTE‑001 Accessible drop‑off to Reception”

- **Address reference** – **ACC‑2026‑14**  
  - This is the approval reference attached to the entrance record (RTE‑001).

---

**Context**

- The building holds **32 approval/evidence records** in total.  
- Only the three records above match the criteria of a *verified premises*, an *external responder entrance*, and an *address reference* that mobilising control should use for the first‑arriving appliance.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
ER-005,Emergency responders,"Which pre-planned initial rendezvous point can arriving resources report to without conflicting with appliance access, evacuation or casualty routes?",quoted,computed,metadata,"**Answer**

The only pre‑planned rendezvous point that is *not* overridden by fire‑evacuation, lockdown or casualty‑route rules is the **Security patrol – all openings** group (APG‑009).

- **Group**: APG‑009 – *Security patrol – all openings*  
- **Granted to**: Security officers  
- **Time profile**: 24 h (H24)  
- **Overrides**: none – it is not affected by `FIRE_EVAC`, `LOCKDOWN`, or any other emergency condition.  
- **Coverage**: all controlled openings in the building, so arriving resources can report to any of those points without conflict.

---

### Context

- **Total records examined**: 20  
- **Active, non‑withdrawn, non‑suspended records**: 18  
- **Only one record meets the “no‑conflict” requirement**: APG‑009.  
- All other groups (APG‑001, APG‑002, …, APG‑020) are overridden by `FIRE_EVAC`, `LOCKDOWN`, or other emergency conditions, making them unsuitable as a safe rendezvous point during an incident.

If you need a specific physical location (e.g., a particular entrance or gate), you would have to use a different group, but those would be subject to the same evacuation overrides. For a guaranteed, conflict‑free rendezvous, use the Security patrol group.

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
ER-008,Emergency responders,"Which boundary-to-door route is currently evidenced for ambulance crews, stretcher teams and responders on foot, including step-free constraints?",quoted,computed,metadata,"**Boundary‑to‑door routes that are currently available, step‑free and suitable for ambulance crews, stretcher teams and responders on foot**

| # | Route label | From (boundary) | To (door) | Distance (m) | Time (min) | Sensory level | Notes |
|---|-------------|-----------------|-----------|--------------|------------|---------------|-------|
| 1 | **Accessible drop‑off to Reception** | Accessible drop‑off – Senghennydd Road north | Room 0.01 – Main Reception | 40 m | 10 min | moderate | Level approach, two benches, automatic doors |
| 2 | **Cathays station to Reception** | Cathays railway station | Room 0.01 – Main Reception | 640 m | 20 min | busy | Dropped kerbs, three benches, automatic doors |
| 3 | **Bus stop to Reception** | Bus stop – Senghennydd Road | Room 0.01 – Main Reception | 120 m | 12 min | moderate | One bench at entrance forecourt, automatic doors |
| 4 | **Quiet arrival route** | Accessible drop‑off – Senghennydd Road north | Room 1.09 – Quiet Room | 75 m | 12 min | quiet | Avoids atrium, lower footfall, automatic doors |
| 5 | **Low‑vision route to Reception** | Cathays railway station | Room 0.01 – Main Reception | 640 m | 22 min | busy | Tactile paving, high‑contrast handrails, automatic doors |
| 6 | **Companion or assistance‑dog route** | Accessible drop‑off – Senghennydd Road north | Room 1.04 – Common Area / Atrium | 80 m | 12 min | moderate | Same entrance for companions, automatic doors, water bowl available |

**Key points**

- **All six routes are marked `recordStatus: open` and `isStepFree: true`, so they are currently valid for use.**
- They all start at a building boundary (drop‑off, station, bus stop) and end at a door or entry point inside the building, making them ideal for emergency responders who need a clear, step‑free path.
- The routes cover a range of distances (40 m to 640 m) and sensory environments (moderate, busy, quiet), giving responders flexibility depending on the situation.
- If you need more detail on any particular route (e.g., exact bench locations, door operation type), just let me know!

---
**You might also ask:** Show current readings for these sensors? | Compare zones? | Generate a report?"
